Id;ModeloCarro;DeviceId;ChargeType;DurationTicks;StartStateOfCharge;EndStateOfCharge;MeasuredBatteryEnergyInKwh;PeakPowerKw;DeltaSOC;DurationHours;valor_predito;confian�aa;MeasuredBatteryEnergyInKwh_Predict;Hit_Rate
1045;KANGOO Z.E. MAXI 5 LUGARES 2P;b219;AC;7906530000;77;81;1,379999995;-0,214772731;23;0,219625833;-65536;-65536;-65536;-65536
1046;KANGOO Z.E. MAXI 5 LUGARES 2P;b219;AC;7906530000;77;81;1,379999995;-0,214772731;23;0,219625833;-65536;-65536;-65536;-65536
1047;KANGOO Z.E. MAXI 5 LUGARES 2P;b87B;AC;44688800000;30;55;7,480000019;-1,293181777;70;1,241355556;-65536;-65536;-65536;-65536
1048;E- SCUDO 4P;b1140;AC;16714970000;96,5;100;1,590000033;-0,554545462;3,5;0,464304722;-65536;-65536;3,465480833;0,748404697
1049;E- SCUDO 4P;b1140;AC;16714970000;96,5;100;1,590000033;-0,554545462;3,5;0,464304722;-65536;-65536;3,465480833;0,748404697
1050;E-JUMPY;bD25;AC;1,73063E+11;80,875;100;13,36999989;-1,5;19,125;4,807297222;-65536;-65536;19,17343496;0,716507305
1051;KANGOO Z.E. MAXI 2 LUGARES 2P;bAFE;AC;85571170000;59,00166321;100;13,40999985;-0,530681789;40,99833679;2,376976944;-65536;-65536;9,792037726;0,696446431
1052;KANGOO Z.E. MAXI 2 LUGARES 2P;bE10;AC;50924700000;77;100;7,869999886;-0,340909094;23;1,414575;-65536;-65536;6,917831377;0,696446431
1053;KANGOO Z.E. MAXI 5 LUGARES 2P;b22C;AC;91440200000;52;100;15,27000046;-0,603409111;48;2,540005556;-65536;-65536;-65536;-65536
1054;KANGOO Z.E. MAXI 2 LUGARES 2P;b1239;AC;73725830000;67;100;10,96000004;-0,625;33;2,047939722;-65536;-65536;8,809370475;0,696446431
1055;KANGOO Z.E. MAXI 2 LUGARES 2P;b234;AC;81250370000;57;100;13,42000008;-0,135227278;43;2,256954722;-65536;-65536;9,433592239;0,696446431
1056;KANGOO Z.E. MAXI 2 LUGARES 2P;b2F6;AC;2,08392E+11;56;93;10,36999989;;44;5,788666667;-65536;-65536;19,98102406;0,696446431
1057;KANGOO Z.E. MAXI 2 LUGARES 2P;b2F6;AC;2,08392E+11;56;93;10,36999989;;44;5,788666667;-65536;-65536;19,98102406;0,696446431
1058;KANGOO Z.E. MAXI 2 LUGARES 2P;b712;AC;1398069999;60;60,99950027;0,059999999;-0,204545453;40;0,038835278;-65536;-65536;2,809194786;0,696446431
1059;KANGOO Z.E. MAXI 2 LUGARES 2P;b712;AC;1398069999;60;60,99950027;0,059999999;-0,204545453;40;0,038835278;-65536;-65536;2,809194786;0,696446431
1060;E-EXPERT;b1003;AC;4173800000;49,625;50,75;0,620000005;-0,044318181;50,375;0,115938889;-65536;-65536;2,880304815;0,650632105
1061;E-EXPERT;b1003;AC;18700000;49,625;49,625;0;-0,044318181;50,375;0,000519444;-65536;-65536;2,531971265;0,650632105
1062;KANGOO Z.E. MAXI 2 LUGARES 2P;bE10;AC;46570000;77;77;0;-0,213636369;23;0,001293611;-65536;-65536;2,697076874;0,696446431
1063;E-EXPERT;b1003;AC;358900000;49,5;49,625;0,039999999;-0,044318181;50,5;0,009969444;-65536;-65536;2,560491174;0,650632105
1064;E-JUMPY;b6B6;AC;1,36986E+11;61,625;100;25,53000069;-0,150000006;38,375;3,805163889;-65536;-65536;15,72240666;0,716507305
1065;KANGOO Z.E. MAXI 2 LUGARES 2P;b1F5;AC;47296570000;69,00011444;95;8,170000076;;30,99988556;1,313793611;-65536;-65536;6,616848498;0,696446431
1066;KANGOO Z.E. MAXI 2 LUGARES 2P;bD98;AC;68620200000;70;100;10,21000004;-0,224999994;30;1,906116667;-65536;-65536;8,385816959;0,696446431
1067;KANGOO Z.E. MAXI 2 LUGARES 2P;bD98;AC;68620200000;70;100;10,21000004;-0,224999994;30;1,906116667;-65536;-65536;8,385816959;0,696446431
1068;E-EXPERT;bC79;AC;62827100000;42,625;47,125;2,799999952;-0,401136369;57,375;1,745197222;-65536;-65536;7,797373527;0,650632105
1069;KANGOO Z.E. MAXI 5 LUGARES 2P;b7C5;AC;85960370000;56;100;13,81999969;-0,203409091;44;2,387788056;-65536;-65536;-65536;-65536
1070;KANGOO Z.E. MAXI 2 LUGARES 2P;bD98;AC;168470000;70;70;0;-0,336363643;30;0,004679722;-65536;-65536;2,70718947;0,696446431
1071;KANGOO Z.E. MAXI 2 LUGARES 2P;bD98;AC;168470000;70;70;0;-0,336363643;30;0,004679722;-65536;-65536;2,70718947;0,696446431
1072;KANGOO Z.E. MAXI 2 LUGARES 2P;b3C8;AC;1,10205E+11;54,99996185;84;8,479999542;-0,726136386;45,00003815;3,061236944;-65536;-65536;11,8355752;0,696446431
1073;KANGOO Z.E. MAXI 2 LUGARES 2P;b3C8;AC;1,10205E+11;54,99996185;84;8,479999542;-0,726136386;45,00003815;3,061236944;-65536;-65536;11,8355752;0,696446431
1074;E-JUMPY;b5AD;DC;59303970000;46,25;100;38,59999847;-0,133000001;53,75;1,6473325;-65536;-65536;41,7740793;0,893528766
1075;E-JUMPY;b6B7;AC;1,72699E+11;51,375;100;33,38999939;-0,150000006;48,625;4,797184167;-65536;-65536;19,13860882;0,716507305
1076;E-JUMPY;bE37;AC;1,82375E+11;63,5;100;26,45999908;-0,468181819;36,5;5,065975833;-65536;-65536;20,06424178;0,716507305
1077;JAC IEV1200T AT 4X2 2P;bA62;AC;4,54249E+11;26,5;100;73,12999725;-0,556818187;73,5;12,61801944;-65536;-65536;71,33667133;0,965379758
1078;KANGOO Z.E. MAXI 2 LUGARES 2P;b9B4;AC;60137330000;51;83;10,21000004;;49;1,670481389;-65536;-65536;7,68209393;0,696446431
1079;E-JUMPY;b10EF;AC;2,10736E+11;43,875;71,5;16,11000061;-0,090909094;56,125;5,853781389;-65536;-65536;22,77719341;0,716507305
1080;E-JUMPY;b10EF;AC;2,10736E+11;43,875;71,5;16,11000061;-0,090909094;56,125;5,853781389;-65536;-65536;22,77719341;0,716507305
1081;KANGOO Z.E. MAXI 2 LUGARES 2P;b9B4;AC;137330000;51;51;0;;49;0,003814722;-65536;-65536;2,704606154;0,696446431
1082;KANGOO Z.E. MAXI 2 LUGARES 2P;b10AB;AC;1,00964E+11;53;100;15,92000008;-0,135227278;47;2,804563889;-65536;-65536;11,069023;0,696446431
1083;KANGOO Z.E. MAXI 2 LUGARES 2P;b10AB;AC;1,00964E+11;53;100;15,92000008;-0,135227278;47;2,804563889;-65536;-65536;11,069023;0,696446431
1084;KANGOO Z.E. MAXI 2 LUGARES 2P;b8BE;AC;1,38135E+11;27,00004578;99;23,20999908;-0,780681789;72,99995422;3,837074167;-65536;-65536;14,15260737;0,696446431
1085;KANGOO Z.E. MAXI 2 LUGARES 2P;b8BE;AC;1,38135E+11;27,00004578;99;23,20999908;-0,780681789;72,99995422;3,837074167;-65536;-65536;14,15260737;0,696446431
1086;KANGOO Z.E. MAXI 2 LUGARES 2P;b386;AC;1,2624E+11;71;100;10,07999992;-1,264772773;29;3,506674167;-65536;-65536;13,16587019;0,696446431
1087;E-JUMPY;b6B0;AC;1,56219E+11;59,125;100;26,75;-0,461363643;40,875;4,339408333;-65536;-65536;17,56217452;0,716507305
1088;KANGOO Z.E. MAXI 2 LUGARES 2P;bD8C;AC;87430570000;52,9977417;99;14,38000011;;47,0022583;2,428626944;-65536;-65536;9,946290072;0,696446431
1089;KANGOO Z.E. MAXI 2 LUGARES 2P;bD8C;AC;87430570000;52,9977417;99;14,38000011;;47,0022583;2,428626944;-65536;-65536;9,946290072;0,696446431
1090;E-JUMPY;b5EF;AC;1,2137E+11;54,75;82,5;18,10000038;-0,457954556;45,25;3,371379722;-65536;-65536;14,22859204;0,716507305
1091;KANGOO Z.E. MAXI 2 LUGARES 2P;b58;AC;1,43804E+11;48;100;16,78000069;-0,200000003;52;3,994547222;-65536;-65536;14,6228995;0,696446431
1092;JAC IEV1200T AT 4X2 2P;b73B;AC;2,78916E+11;55;100;45,70999908;-1,253409147;45;7,747660278;-65536;-65536;43,79791654;0,965379758
1093;E-EXPERT;bC6A;AC;2,39225E+11;46,5;100;36,11000061;-0,150000006;53,5;6,645140833;-65536;-65536;22,58530428;0,650632105
1094;E-EXPERT;bC6A;AC;2,39225E+11;46,5;100;36,11000061;-0,150000006;53,5;6,645140833;-65536;-65536;22,58530428;0,650632105
1095;E-EXPERT;bBB3;AC;2,9054E+11;38;100;42,06000137;-0,398863643;62;8,07055;-65536;-65536;26,88716033;0,650632105
1096;E-EXPERT;bBB3;AC;2,9054E+11;38;100;42,06000137;-0,398863643;62;8,07055;-65536;-65536;26,88716033;0,650632105
1097;KANGOO Z.E. MAXI 2 LUGARES 2P;bD8C;AC;41800000;52;52,00020599;0;-1,127272725;48;0,001161111;-65536;-65536;2,696681164;0,696446431
1098;KANGOO Z.E. MAXI 2 LUGARES 2P;bD8C;AC;41800000;52;52,00020599;0;-1,127272725;48;0,001161111;-65536;-65536;2,696681164;0,696446431
1099;KANGOO Z.E. MAXI 2 LUGARES 2P;bF83;AC;2,72719E+11;30;100;22,01000023;-0,705681801;70;7,575521389;-65536;-65536;25,31745258;0,696446431
1100;KANGOO Z.E. MAXI 2 LUGARES 2P;b373;AC;94095730000;57;86;8,039999962;-0,531818211;43;2,613770278;-65536;-65536;10,49921928;0,696446431
1101;E-JUMPY;bC88;AC;4,62462E+11;46,25;99;35,06999969;-0,404545456;53,75;12,84616111;-65536;-65536;46,85672403;0,716507305
1102;KANGOO Z.E. MAXI 2 LUGARES 2P;b2F8;AC;2,21897E+11;51;88;10,64999962;;49;6,163799167;-65536;-65536;21,10135452;0,696446431
1103;KANGOO Z.E. MAXI 2 LUGARES 2P;b2F8;AC;2,21897E+11;51;88;10,64999962;;49;6,163799167;-65536;-65536;21,10135452;0,696446431
1104;E-EXPERT;b7B3;AC;90229330000;65,75;71,5;3,829999924;-0,470454544;34,25;2,506370278;-65536;-65536;10,09457842;0,650632105
1105;KANGOO Z.E. MAXI 2 LUGARES 2P;b115F;AC;2,9878E+11;23;100;23,79999924;-0,390909106;77;8,299454722;-65536;-65536;27,47947417;0,696446431
1106;KANGOO Z.E. MAXI 2 LUGARES 2P;b394;AC;21011300000;93;100;2,910000086;-0,220454544;7;0,583647222;-65536;-65536;4,436271663;0,696446431
1107;KANGOO Z.E. MAXI 2 LUGARES 2P;b394;AC;21011300000;93;100;2,910000086;-0,220454544;7;0,583647222;-65536;-65536;4,436271663;0,696446431
1108;KANGOO Z.E. MAXI 2 LUGARES 2P;b5F3;AC;1,8373E+11;73;100;9,350000381;-0,210227266;27;5,103622222;-65536;-65536;17,93514385;0,696446431
1109;E-JUMPY;b101E;AC;64125040000;21,875;27,25;3,029999971;-0,043181818;78,125;1,781251111;-65536;-65536;8,752695118;0,716507305
1110;KANGOO Z.E. MAXI 2 LUGARES 2P;b720;AC;84191470000;56;100;13,93999958;-0,728409111;44;2,338651944;-65536;-65536;9,677580394;0,696446431
1111;E-JUMPY;bF9D;AC;1,08327E+11;60,125;95;22,82999992;-0,550000012;39,875;3,009071389;-65536;-65536;12,98091743;0,716507305
1112;KANGOO Z.E. MAXI 2 LUGARES 2P;bDCA;AC;1,24394E+11;39;100;19,12999916;-0,396590918;61;3,455391667;-65536;-65536;13,01271538;0,696446431
1113;KANGOO Z.E. MAXI 2 LUGARES 2P;bDCA;AC;1,24394E+11;39;100;19,12999916;-0,396590918;61;3,455391667;-65536;-65536;13,01271538;0,696446431
1114;KANGOO Z.E. MAXI 2 LUGARES 2P;b169;AC;69491600000;83,99998474;100;5,25;-0,215909094;16,00001526;1,930322222;-65536;-65536;8,458106674;0,696446431
1115;KANGOO Z.E. MAXI 2 LUGARES 2P;b169;AC;69491600000;83,99998474;100;5,25;-0,215909094;16,00001526;1,930322222;-65536;-65536;8,458106674;0,696446431
1116;E-JUMPY;b884;AC;1,0357E+11;47,99962616;62,96496582;5,099999905;-0,122727275;52,00037384;2,876951944;-65536;-65536;12,52594011;0,716507305
1117;KANGOO Z.E. MAXI 2 LUGARES 2P;b40C;AC;20080570000;65;76,00056458;3,380000114;;35;0,557793611;-65536;-65536;4,359060043;0,696446431
1118;KANGOO Z.E. MAXI 2 LUGARES 2P;b40C;AC;20080570000;65;76,00056458;3,380000114;;35;0,557793611;-65536;-65536;4,359060043;0,696446431
1119;KANGOO Z.E. MAXI 2 LUGARES 2P;bE67;AC;1,03273E+11;75;100;9,020000458;-0,212500006;25;2,868704722;-65536;-65536;11,26057913;0,696446431
1120;KANGOO Z.E. MAXI 2 LUGARES 2P;b897;AC;30043770000;11;24;3,789999962;-0,873863637;89;0,834549167;-65536;-65536;5,18558848;0,696446431
1121;E-JUMPY;bA04;AC;1,3975E+11;58,5;100;26,52000046;-1,012500048;41,5;3,881953889;-65536;-65536;15,98684699;0,716507305
1122;E-JUMPY;bA04;AC;1,3975E+11;58,5;100;26,52000046;-1,012500048;41,5;3,881953889;-65536;-65536;15,98684699;0,716507305
1123;E-JUMPY FURGÃO 2P;b1268;AC;70390470000;58;75,375;11,48999977;-1,3840909;42;1,955290833;-65536;-65536;-65536;-65536
1124;KANGOO Z.E. MAXI 2 LUGARES 2P;bBD9;AC;36370400000;86;100;5,130000114;;14;1,010288889;-65536;-65536;5,710433871;0,696446431
1125;KANGOO Z.E. MAXI 2 LUGARES 2P;bBD9;AC;36370400000;86;100;5,130000114;;14;1,010288889;-65536;-65536;5,710433871;0,696446431
1126;E- SCUDO 4P;b1149;AC;1,35851E+11;42,625;57,875;10,26000023;-0,462500006;57,375;3,773643611;-65536;-65536;13,57571614;0,748404697
1127;KANGOO Z.E. MAXI 2 LUGARES 2P;b103C;AC;1,0297E+11;55;100;15,39999962;-0,135227278;45;2,860288056;-65536;-65536;11,23544281;0,696446431
1128;KANGOO Z.E. MAXI 2 LUGARES 2P;b103C;AC;1,0297E+11;55;100;15,39999962;-0,135227278;45;2,860288056;-65536;-65536;11,23544281;0,696446431
1129;E-JUMPY;bE39;AC;1,4076E+11;60;100;28,65999985;-2,873863697;40;3,910003611;-65536;-65536;16,08344131;0,716507305
1130;E-JUMPY;b769;AC;2,04662E+11;67,125;100;21,42000008;-1,031818151;32,875;5,685060278;-65536;-65536;22,1961716;0,716507305
1131;E-JUMPY;b769;AC;2,04662E+11;67,125;100;21,42000008;-1,031818151;32,875;5,685060278;-65536;-65536;22,1961716;0,716507305
1132;E-JUMPY;bEDB;AC;4,57245E+11;31;83,75;34,24000168;-0,146590903;69;12,70125194;-65536;-65536;46,35770297;0,716507305
1133;E-JUMPY;bC8B;AC;4,5581E+11;34,375;86,62471008;35,66970825;-0,043181818;65,625;12,6613925;-65536;-65536;46,22043973;0,716507305
1134;E-JUMPY;bC8B;AC;4,5581E+11;34,375;86,62471008;35,66970825;-0,043181818;65,625;12,6613925;-65536;-65536;46,22043973;0,716507305
1135;KANGOO Z.E. MAXI 2 LUGARES 2P;b1F8;AC;75641130000;66;100;11,81000042;-2,485227346;34;2,1011425;-65536;-65536;8,96826018;0,696446431
1136;E- SCUDO 4P;b111F;AC;910200000;100;100;0;-0,151136369;0;0,025283333;-65536;-65536;2,124243294;0,748404697
1137;E- SCUDO 4P;b111F;AC;910200000;100;100;0;-0,151136369;0;0,025283333;-65536;-65536;2,124243294;0,748404697
1138;E- SCUDO 4P;b1148;AC;6020430000;100;100;0,059999999;-0,555681825;0;0,167234167;-65536;-65536;2,557911883;0,748404697
1139;KANGOO Z.E. MAXI 2 LUGARES 2P;b895;AC;1,5319E+11;42;100;18,62999916;-0,19886364;58;4,255283333;-65536;-65536;15,40158598;0,696446431
1140;KANGOO Z.E. MAXI 2 LUGARES 2P;b895;AC;1,5319E+11;42;100;18,62999916;-0,19886364;58;4,255283333;-65536;-65536;15,40158598;0,696446431
1141;E-EXPERT;bBBA;AC;1,82353E+11;56;96,5;26,28000069;-1,373863578;44;5,065358333;-65536;-65536;17,81755264;0,650632105
1142;KANGOO Z.E. MAXI 2 LUGARES 2P;b86F;AC;2,18353E+11;18,00217438;100;25,87000084;-0,135227278;81,99782562;6,065374167;-65536;-65536;20,80740898;0,696446431
1143;KANGOO Z.E. MAXI 2 LUGARES 2P;b86F;AC;2,18353E+11;18,00217438;100;25,87000084;-0,135227278;81,99782562;6,065374167;-65536;-65536;20,80740898;0,696446431
1144;KANGOO Z.E. MAXI 2 LUGARES 2P;b22F;AC;2,31909E+11;13;76;18,98999977;-0,686363637;87;6,441921389;-65536;-65536;21,9319645;0,696446431
1145;KANGOO Z.E. MAXI 2 LUGARES 2P;b22F;AC;2,31909E+11;13;76;18,98999977;-0,686363637;87;6,441921389;-65536;-65536;21,9319645;0,696446431
1146;E- SCUDO 4P;b1127;AC;2,29524E+11;32,5;60;18,18000031;-0,043181818;67,5;6,375675;-65536;-65536;21,52508322;0,748404697
1147;E- SCUDO 4P;b1127;AC;2,29524E+11;32,5;60;18,18000031;-0,043181818;67,5;6,375675;-65536;-65536;21,52508322;0,748404697
1148;KANGOO Z.E. MAXI 2 LUGARES 2P;bE68;AC;77739500000;82;100;6,46999979;-0,864772737;18;2,159430556;-65536;-65536;9,142337031;0,696446431
1149;KANGOO Z.E. MAXI 2 LUGARES 2P;bE68;AC;77739500000;82;100;6,46999979;-0,864772737;18;2,159430556;-65536;-65536;9,142337031;0,696446431
1150;KANGOO Z.E. MAXI 2 LUGARES 2P;b5F9;AC;1,27452E+11;34,99436188;100;21,19000053;-0,315909088;65,00563812;3,540330556;-65536;-65536;13,26638475;0,696446431
1151;KANGOO Z.E. MAXI 2 LUGARES 2P;b5F9;AC;1,27452E+11;34,99436188;100;21,19000053;-0,315909088;65,00563812;3,540330556;-65536;-65536;13,26638475;0,696446431
1152;E-EXPERT;b10AF;AC;6001029999;100;100;0,090000004;-0,151136369;0;0,166695278;-65536;-65536;3,03348657;0,650632105
1153;E-EXPERT;bBB4;AC;1,84858E+11;59,25;100;26,26000023;-1,014772773;40,75;5,134947222;-65536;-65536;18,0275705;0,650632105
1154;E-EXPERT;bBB4;AC;1,84858E+11;59,25;100;26,26000023;-1,014772773;40,75;5,134947222;-65536;-65536;18,0275705;0,650632105
1155;E-EXPERT;bE36;AC;5,93884E+11;58,5;97,5;25,94000053;-1,014772773;41,5;16,49678889;-65536;-65536;52,31737895;0,650632105
1156;E-EXPERT;bE36;AC;5,93884E+11;58,5;97,5;25,94000053;-1,014772773;41,5;16,49678889;-65536;-65536;52,31737895;0,650632105
1157;E- SCUDO 4P;b111F;AC;1825470000;100;100;0,059999999;-0,556818187;0;0,0507075;-65536;-65536;2,201915698;0,748404697
1158;E- SCUDO 4P;b111F;AC;1825470000;100;100;0,059999999;-0,556818187;0;0,0507075;-65536;-65536;2,201915698;0,748404697
1159;E-EXPERT;bC69;AC;3,27419E+11;27,625;100;47;-1,294318199;72,375;9,094983333;-65536;-65536;29,97887942;0,650632105
1160;E-EXPERT;bC69;AC;3,27419E+11;27,625;100;47;-1,294318199;72,375;9,094983333;-65536;-65536;29,97887942;0,650632105
1161;E-JUMPY;b118D;AC;40900000;63,75;63,75;0;-0,470454544;36,25;0,001136111;-65536;-65536;2,622545535;0,716507305
1162;KANGOO Z.E. MAXI 2 LUGARES 2P;b7FA;AC;25860400000;51,99996185;66,00915527;4,300000191;-1,322727323;48,00003815;0,718344444;-65536;-65536;4,838543929;0,696446431
1163;KANGOO Z.E. MAXI 2 LUGARES 2P;b7FA;AC;25860400000;51,99996185;66,00915527;4,300000191;-1,322727323;48,00003815;0,718344444;-65536;-65536;4,838543929;0,696446431
1164;E-JUMPY;b117C;AC;1,63034E+11;55,25;81;17,28000069;-0,146590903;44,75;4,528735278;-65536;-65536;18,21415627;0,716507305
1165;KANGOO Z.E. MAXI 2 LUGARES 2P;b1287;AC;47880200000;15;44;8,680000305;-0,694318175;85;1,330005556;-65536;-65536;6,665265351;0,696446431
1166;E-JUMPY;b118A;AC;4,64623E+11;23,625;98,5;49,90999985;-0,456818193;76,375;12,90618528;-65536;-65536;47,06342815;0,716507305
1167;E-JUMPY;b118A;AC;4,64623E+11;23,625;98,5;49,90999985;-0,456818193;76,375;12,90618528;-65536;-65536;47,06342815;0,716507305
1168;E-JUMPY;b1179;AC;1,64296E+11;53,375;80,125;17,47999954;-0,456818193;46,625;4,563780556;-65536;-65536;18,33484105;0,716507305
1169;E-JUMPY;b1179;AC;1,64296E+11;53,375;80,125;17,47999954;-0,456818193;46,625;4,563780556;-65536;-65536;18,33484105;0,716507305
1170;E-EXPERT;bC71;AC;6,12036E+11;47,375;91,25;27,47999954;-0,404545456;52,625;17,00099528;-65536;-65536;53,83906364;0,650632105
1171;E-EXPERT;bC71;AC;6,12036E+11;47,375;91,25;27,47999954;-0,404545456;52,625;17,00099528;-65536;-65536;53,83906364;0,650632105
1172;E-EXPERT;b10A3;AC;1,53879E+11;82,375;100;11,81000042;-0,535227299;17,625;4,274413056;-65536;-65536;15,43049578;0,650632105
1173;E-EXPERT;b10A3;AC;1,53879E+11;82,375;100;11,81000042;-0,535227299;17,625;4,274413056;-65536;-65536;15,43049578;0,650632105
1174;KANGOO Z.E. MAXI 2 LUGARES 2P;b2F4;AC;67630469999;72;100;9,680000305;;28;1,878624167;-65536;-65536;8,30371081;0,696446431
1175;KANGOO Z.E. MAXI 2 LUGARES 2P;b2F4;AC;67630469999;72;100;9,680000305;;28;1,878624167;-65536;-65536;8,30371081;0,696446431
1176;KANGOO Z.E. MAXI 2 LUGARES 2P;b7E2;AC;2,6439E+11;21;100;25,09000015;-0,223863631;79;7,344176944;-65536;-65536;24,6265441;0,696446431
1177;KANGOO Z.E. MAXI 2 LUGARES 2P;b7E2;AC;2,6439E+11;21;100;25,09000015;-0,223863631;79;7,344176944;-65536;-65536;24,6265441;0,696446431
1178;KANGOO Z.E. MAXI 2 LUGARES 2P;b59;AC;1,1166E+11;62;100;12,81999969;-0,411363631;38;3,101677778;-65536;-65536;11,95635145;0,696446431
1179;KANGOO Z.E. MAXI 2 LUGARES 2P;b59;AC;1,1166E+11;62;100;12,81999969;-0,411363631;38;3,101677778;-65536;-65536;11,95635145;0,696446431
1180;KANGOO Z.E. MAXI 2 LUGARES 2P;bDC0;AC;11895040000;15;22;1,899999976;-0,767045438;85;0,330417778;-65536;-65536;3,680003784;0,696446431
1181;KANGOO Z.E. MAXI 2 LUGARES 2P;b57;AC;1,15451E+11;62;100;11,76000023;-0,135227278;38;3,206975833;-65536;-65536;12,27082332;0,696446431
1182;KANGOO Z.E. MAXI 2 LUGARES 2P;b57;AC;1,15451E+11;62;100;11,76000023;-0,135227278;38;3,206975833;-65536;-65536;12,27082332;0,696446431
1183;KANGOO Z.E. MAXI 2 LUGARES 2P;b10E1;AC;1,78749E+11;6;52;13,65999985;;94;4,965256389;-65536;-65536;17,5219153;0,696446431
1184;KANGOO Z.E. MAXI 2 LUGARES 2P;b10E1;AC;1,78749E+11;6;52;13,65999985;;94;4,965256389;-65536;-65536;17,5219153;0,696446431
1185;E-EXPERT;bBB4;AC;2437670000;58,625;59,25;0,340000004;-0,092045456;41,375;0,067713056;-65536;-65536;2,734760225;0,650632105
1186;E-EXPERT;bBB4;AC;2437670000;58,625;59,25;0,340000004;-0,092045456;41,375;0,067713056;-65536;-65536;2,734760225;0,650632105
1187;KANGOO Z.E. MAXI 2 LUGARES 2P;b9B4;AC;23867370000;45;51;2,039999962;-0,318181813;55;0,6629825;-65536;-65536;4,673205888;0,696446431
1188;KANGOO Z.E. MAXI 2 LUGARES 2P;b1E8;AC;36970430000;30;49,00341034;6,130000114;-0,117045455;70;1,026956389;-65536;-65536;5,760211238;0,696446431
1189;KANGOO Z.E. MAXI 2 LUGARES 2P;b1E8;AC;36970430000;30;49,00341034;6,130000114;-0,117045455;70;1,026956389;-65536;-65536;5,760211238;0,696446431
1190;KANGOO Z.E. MAXI 2 LUGARES 2P;b10E1;AC;2320870000;6;6;0,170000002;-0,751136363;94;0,064468611;-65536;-65536;2,885748548;0,696446431
1191;KANGOO Z.E. MAXI 2 LUGARES 2P;b10E1;AC;2320870000;6;6;0,170000002;-0,751136363;94;0,064468611;-65536;-65536;2,885748548;0,696446431
1192;E-JUMPY;bEE2;AC;1,64226E+11;63,625;100;23,54000092;-0,150000006;36,375;4,561836944;-65536;-65536;18,32814788;0,716507305
1193;E-JUMPY;bEE2;AC;1,64226E+11;63,625;100;23,54000092;-0,150000006;36,375;4,561836944;-65536;-65536;18,32814788;0,716507305
1194;E-EXPERT;bBB6;AC;1,79796E+11;53,375;93,25;26,53000069;-1,367045403;46,625;4,994340833;-65536;-65536;17,60322326;0,650632105
1195;E- SCUDO 4P;b1118;AC;74813240000;60,625;76,5;10,98999977;-1,394318223;39,375;2,078145556;-65536;-65536;8,395864551;0,748404697
1196;E- SCUDO 4P;b1118;AC;74813240000;60,625;76,5;10,98999977;-1,394318223;39,375;2,078145556;-65536;-65536;8,395864551;0,748404697
1197;E-JUMPY;b10EC;AC;2,37858E+11;34,75;64,5;18,48999977;-0,465909094;65,25;6,607170278;-65536;-65536;25,371625;0,716507305
1198;E-JUMPY;b10EC;AC;2,37858E+11;34,75;64,5;18,48999977;-0,465909094;65,25;6,607170278;-65536;-65536;25,371625;0,716507305
1199;E- SCUDO 4P;b1119;AC;95858400000;67,375;75,75;5,440000057;-0,481818169;32,625;2,662733333;-65536;-65536;10,18181643;0,748404697
1200;E- SCUDO 4P;b1119;AC;95858400000;67,375;75,75;5,440000057;-0,481818169;32,625;2,662733333;-65536;-65536;10,18181643;0,748404697
1201;E-EXPERT;bBB3;AC;23700730000;31;38;3,519999981;-0,043181818;69;0,658353611;-65536;-65536;4,517301481;0,650632105
1202;E-EXPERT;bBB3;AC;23700730000;31;38;3,519999981;-0,043181818;69;0,658353611;-65536;-65536;4,517301481;0,650632105
1203;KANGOO Z.E. MAXI 5 LUGARES 2P;bE3C;DC;46409600000;66,625;100;24,54000092;-0,416000009;33,375;1,289155556;-65536;-65536;-65536;-65536
1204;KANGOO Z.E. MAXI 5 LUGARES 2P;bE3C;DC;46409600000;66,625;100;24,54000092;-0,416000009;33,375;1,289155556;-65536;-65536;-65536;-65536
1205;E- SCUDO 4P;b1147;AC;97814970000;76,5;84,625;5,059999943;-0,540909111;23,5;2,7170825;-65536;-65536;10,3478565;0,748404697
1206;E- SCUDO 4P;b1147;AC;97814970000;76,5;84,625;5,059999943;-0,540909111;23,5;2,7170825;-65536;-65536;10,3478565;0,748404697
1207;E-EXPERT;bBB1;AC;3,83005E+11;11,125;100;57,11999893;-0,337500006;88,875;10,63902778;-65536;-65536;34,63877434;0,650632105
1208;E-EXPERT;bBB1;AC;3,83005E+11;11,125;100;57,11999893;-0,337500006;88,875;10,63902778;-65536;-65536;34,63877434;0,650632105
1209;KANGOO Z.E. MAXI 2 LUGARES 2P;b39F;AC;70934570000;50;88;11,57999992;-0,519318163;50;1,970404722;-65536;-65536;8,577812766;0,696446431
1210;KANGOO Z.E. MAXI 2 LUGARES 2P;b39F;AC;70934570000;50;88;11,57999992;-0,519318163;50;1,970404722;-65536;-65536;8,577812766;0,696446431
1211;E-JUMPY;bCCA;AC;1,47797E+11;52,125;88;23,17000008;-0,147727266;47,875;4,105471389;-65536;-65536;16,75657013;0,716507305
