"id","GeotabId","ActiveFrom","ActiveTo","BaseType","Comment","Name","Version","EntityStatus","RecordLastChangedUtc"
"310","aNQFeTUyeU0iT8IpHUq8WxA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Central Transporte D","4978",1,"2024-04-10 20:02:52.762161"
"311","aWcRW4Ck01UWzupiuiVKbFA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Massoni Representação","4335",1,"2024-04-10 20:02:52.76305"
"312","a66oSRQ-VxkyTJWqeuOOYqA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","SPR5 - Guarapuava","207",1,"2024-04-10 20:02:52.763886"
"313","abH2lnPHtkUSx6PV-mZW12g","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Dibracam","4347",1,"2024-04-10 20:02:52.76469"
"314","asDnR0VBsv0SShBd-dk5HQw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","ESTACIONAMENTO BASE - MOOCA","569",1,"2024-04-10 20:02:52.765591"
"315","ar2KL7YCXeke2Hzjk95TOig","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Líder Centro Automotivo","4552",1,"2024-04-10 20:02:52.766449"
"316","aVsbbWbgzJESmFjSdLdv_lg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - Loggi","5114",1,"2024-04-10 20:02:52.767297"
"317","aRQaxYodZkkua_EWllr060A","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","ESTACIONAMENTO - SDQ2J35","5195",1,"2024-04-10 20:02:52.775498"
"318","aozJ7E8uD1k2KfQ3fUUGKAg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Jorge Abreu Centro Automotivo","4655",1,"2024-04-10 20:02:52.776414"
"319","aq_-AKif7NEyAYFDqYpFnLg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - CD Via Varejo AL","5090",1,"2024-04-10 20:02:52.777287"
"320","aLc3OV3jZeUiKgIQcncCFWQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - Loggi","5122",1,"2024-04-10 20:02:52.778107"
"321","avpnR62Nd20-FmMUxVypyYA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - CD Magalu CE","5088",1,"2024-04-10 20:02:52.778898"
"322","apCU1FqDQsUi4hjvJnxgcmA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","ESTACIONAMENTO SRP PARKING","5243",1,"2024-04-10 20:02:52.779694"
"323","a86dannJuwUy7ULXpupB0Dg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","Estacionamento Murici","383",1,"2024-04-10 20:02:52.780599"
"324","ax7aFbmI5S06j5ybCl3tbKQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Fj Auto Mecanica Pre","4573",1,"2024-04-10 20:02:52.78143"
"325","a73biLIhdx0GnGaS1xz4R3Q","2024-02-21 17:42:29.66","2050-01-01 00:00:00","Custom","Circulacao fora de horário Transmana","Circulacao fora de horário Transmana","5404",1,"2024-04-10 20:02:52.782237"
"326","aJDfmn_zqIE-XitNMjKK5Vw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Carlubri Centro Automotivo","4268",1,"2024-04-10 20:02:52.783055"
"327","arVg2VFkQp0KMUNqFuMfCqQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - S O S Centro Automot","4839",1,"2024-04-10 20:02:52.783873"
"328","aIXNivJTXy0unRCS5gzkrKA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Central Car Serviços","4582",1,"2024-04-10 20:02:52.784679"
"329","acOxrA25C_Uu8azB1hwybDQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","ESTACIONAMENTO SP - 03","534",1,"2024-04-10 20:02:52.78559"
"330","ajCm74_JpHkaYtGpBI2OLvA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Guga Auto Pecas","4943",1,"2024-04-10 20:02:52.786465"
"331","a0Y2xl1vV10KY7yPl5nHVLw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Lima Centro Automotivo","4106",1,"2024-04-10 20:02:52.787288"
"332","a3n9HWR1IaEGfMY8kZ_yYuA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Forzan Centro Automotivo","4267",1,"2024-04-10 20:02:52.788064"
"333","aADv4ArfxJUCaOGTIR86BBQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","SMG5 - Poços de Caldas","165",1,"2024-04-10 20:02:52.788843"
"334","a5yWhSr6Dj0COou4rlZLZOQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","BRSP04 / BRXSP9 - FBM Cajamar Sortation Center","100",1,"2024-04-10 20:02:52.789633"
"335","asClrp5GSmEqmI5TWD2Lo-Q","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - PRECMEC","599",1,"2024-04-10 20:02:52.790569"
"336","aZFrU9Jl3rEaJNBLOFJ6oDQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","AREA DE RISCO  - DESMANCHE SABESP","5482",1,"2024-04-10 20:02:52.791433"
"337","aMo2KzYYs-0iAmG3haqOhEg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Henrique Centro Automotivo","4652",1,"2024-04-10 20:02:52.792272"
"338","ajA-TX-jux0SuZSoFC8BXOQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Pecas E Mecânica Ricardo","4658",1,"2024-04-10 20:02:52.79305"
"339","aBNitYwo6eEGG0spN_e8ygw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Ox Garage Mec Pneus","4871",1,"2024-04-10 20:02:52.793849"
"340","aFNCEvoYsekOa9oXUKmmmig","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","AREA DE RISCO - Jardim Margaridai ITAIM PAULISTA, São Paulo - SP, 08191-080, Brasil","5508",1,"2024-04-10 20:02:52.794672"
"341","aP_rKpn7KbUmu7_57qkXlfA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Autoglass - Jundiai","3880",1,"2024-04-10 20:02:52.795539"
"342","aVewlgJekJUOJoks-iVAT_w","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - SVC Barueri, SP - Shopee","5071",1,"2024-04-10 20:02:52.796439"
"343","aQmfwVWpM_E2BfL-MJ6bVZg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Campneus São Paulo I","4468",1,"2024-04-10 20:02:52.797317"
"344","a3N7VRnb3bkOR5BWC_IYYAA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Transmoreno","4805",1,"2024-04-10 20:02:52.798198"
"345","as9QBnz0P5Eex8tXFYzfAyw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Stylos Car","4486",1,"2024-04-10 20:02:52.799355"
"346","aaPh-EMnjC06cq0-iURphLg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","ARE DE RISCO Parque Recanto Monica, Itaquaquecetuba - SP, 08592-190, Brasil","5526",1,"2024-04-10 20:02:52.80023"
"347","aYlNjsotopEy2wsuqXjcsZg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Della Via - Loja 101","4397",1,"2024-04-10 20:02:52.801234"
"348","aaH8parD1G0yCkqAHYnBtww","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Rt Garage Soluções","4623",1,"2024-04-10 20:02:52.802051"
"349","aQ2rWk0CbAk-8t5hBryUi0w","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Ginez Auto Pecas E A","4180",1,"2024-04-10 20:02:52.802886"
"350","a4V6rEC9lwk6i8sZ0MdZMUQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Campneus Bauru Center","4471",1,"2024-04-10 20:02:52.803734"
"351","aMiC2NJh4ukS2tde2FTJC3Q","2023-07-13 22:58:28.622","2050-01-01 00:00:00","Custom","Regra de emissão do Líquido de arrefecimento do motor padrão de insights ativos","Líquido de arrefecimento do motor","497",1,"2024-04-10 20:02:52.80462"
"352","ac6OJB_FHn0aeXdEMNkJ-AA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Oficina Nossa Senhor","4420",1,"2024-04-10 20:02:52.805495"
"353","aoa_bGAFQ1E63JCzvLhTSdw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Ventuno","4866",1,"2024-04-10 20:02:52.806401"
"354","arNyf6EFxy066kQX0GwMFAg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Autoglass Mg44","4476",1,"2024-04-10 20:02:52.80721"
"355","ajp3BYkD9nk-Il8FG0m-iSw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Ss Automotiva","4779",1,"2024-04-10 20:02:52.808005"
"356","a59iDVM2ruUeuZZBXSrUeCA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","Estr. Manuel de Oliveira Ramos, 362 - Conj. Hab. Sitio Conceicao, Ferraz de Vasconcelos - SP, 08473-050, Brasil","513",1,"2024-04-10 20:02:52.808804"
"357","a7KON83uysUu5jp6Byr88cA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - CD Via Varejo CE","5099",1,"2024-04-10 20:02:52.809621"
"358","aUyNpN4e8P0iPR6jeWzXAQA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Sparta C A","4218",1,"2024-04-10 20:02:52.810508"
"359","aCg9CWbbUZECW0B7oxQGbew","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - Loggi","5103",1,"2024-04-10 20:02:52.811386"
"360","a63a2FfhZLU2Ek54HQzVEMg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Garage 013","4997",1,"2024-04-10 20:02:52.812198"
"361","a5U-fbPMwlkOhP8s-WtIGgQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Império Pecas Automotivo","4310",1,"2024-04-10 20:02:52.812999"
"362","a7slVs5PSAEG8i2hpnaSaOA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - Loggi","5129",1,"2024-04-10 20:02:52.813863"
"363","akzrM6XfVikCn51aUG9mrtw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - CD B2W SP1","5068",1,"2024-04-10 20:02:52.814705"
"364","a0AmHyuKJOESbU-I9lcUQpA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Campneus Guarulhos V- Vila Augusta","4778",1,"2024-04-10 20:02:52.815545"
"365","aqztP975HI06pO2k3-NFaPA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Itavema France - Guarulhos","4207",1,"2024-04-10 20:02:52.816436"
"366","a4R_nvT4zuUucjvwhxGX6AA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Revicar Auto Mecanic","4954",1,"2024-04-10 20:02:52.817309"
"367","axo0FFPenCk25p10tU2F8KQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Estradeiro","4216",1,"2024-04-10 20:02:52.818204"
"368","aDDDWbfPaS0mEugdM3-iSUQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Koi Centro Automo","4296",1,"2024-04-10 20:02:52.819015"
"369","aB3sKOxlMmke9KSFARxwrmA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","Estacionamento Murici ZONA LESTE","5487",1,"2024-04-10 20:02:52.819839"
"370","aVMyKvbLZeEyiBWS56yd-OQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Locamerica Bh Raja G","4682",1,"2024-04-10 20:02:52.820847"
"371","avBVotPYiq0eEp2T32qb4eQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Prospera Auto Center","4514",1,"2024-04-10 20:02:52.821677"
"372","aeAvrsNZMBUiA749g5R2lkA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Brasil Reboques","4889",1,"2024-04-10 20:02:52.822494"
"373","assZfKQBK-EyPjjVMA_hMwg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - CD B2W MG","5048",1,"2024-04-10 20:02:52.823279"
"374","agCOyJqq44kG05unxk3w01A","2023-06-20 18:31:54.76","2050-01-01 00:00:00","Custom","","Utilização de veículo fora de horário de trabalho","476",1,"2024-04-10 20:02:52.824048"
"375","aIsQZOFkUxEePVEL7OeB8og","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Azzurra France - Duque de Caxias","4989",1,"2024-04-10 20:02:52.824844"
"376","aFZlnLRiOFEqI329xI_2KmQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Dm Auto Center","4708",1,"2024-04-10 20:02:52.825659"
"377","a5fKnvCNIeEKw77eXUjTn1Q","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Autoglass Mg38","4757",1,"2024-04-10 20:02:52.826537"
"378","aRPNjxZOZYUODZT9s8BsfjA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","Estacionamento Murici","363",1,"2024-04-10 20:02:52.827341"
"379","agAFzasrFYk2MQxJA-Ckm6w","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Base Motores","4138",1,"2024-04-10 20:02:52.828162"
"380","aDE2ntVsmtkCBujJpBXlKhA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Linha Leve Distribuidora","4301",1,"2024-04-10 20:02:52.828995"
"381","a9_C8gWglyEOItFwZSR5ifw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Ralphscar","4891",1,"2024-04-10 20:02:52.829804"
"382","aURN5V3yo-Uya1ErXc9lN4w","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Lavolks Peças E A Au","4604",1,"2024-04-10 20:02:52.830704"
"383","a03gFWBr2DEOnJDc-Kqf7xg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Besouro","4614",1,"2024-04-10 20:02:52.831547"
"384","aMbJq9H76Sk-l_1HwyufSjw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Lanternautos","4601",1,"2024-04-10 20:02:52.832409"
"385","adC_izfsK-0yAQX3oVZmGWw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","Estacionamento Murici -  Belenzinho","353",1,"2024-04-10 20:02:52.833334"
"386","aI8xu1bqyuEK9Q9oTShpCLw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Forty Car","4440",1,"2024-04-10 20:02:52.834256"
"387","a-7wCzST1TUWuXQHnssAVOQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - V3 Auto Center","4537",1,"2024-04-10 20:02:52.835309"
"388","adlRhegwThEWQpNzzTl0LAw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Floresta Auto Center","4131",1,"2024-04-10 20:02:52.836346"
"389","ao_fjO8JVwE2lPnB7filZlQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","SSC3 - Blumenau","167",1,"2024-04-10 20:02:52.837316"
"390","aFESfU3FaeEyrtzK0EXgvVQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Marcelo Auto Center","4345",1,"2024-04-10 20:02:52.838262"
"391","aVExzXnWlU0G8K0-93kaGhg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Mip Truck","4543",1,"2024-04-10 20:02:52.839209"
"392","axoIoEcKHiEOS92E0OVm_tw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","Jardim Santo André ZL - Área de risco cluster 2","5451",1,"2024-04-10 20:02:52.840214"
"393","aE-W8MyEUvEOgNr5Y598EEw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Gefco","4915",1,"2024-04-10 20:02:52.841678"
"394","aZibYXr0U2kmbS97kIv6JKQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","Estacionamento do Bruno","466",1,"2024-04-10 20:02:52.842633"
"395","asy9I-aNXi0eHn_X6MaYoPg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Star Auto Center","4314",1,"2024-04-10 20:02:52.844036"
"396","aCrKYEmwP_EWwVWxPm4wVVg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","SMS2 - Dourados","209",1,"2024-04-10 20:02:52.847409"
"397","aBLZ7LqIwWE6JXpyF3WJCSg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Saga France","4725",1,"2024-04-10 20:02:52.849926"
"398","a8zfaLL8yM0SnXuL88kBWQw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","Área de risco cluster Santa Estelvina","5445",1,"2024-04-10 20:02:52.850895"
"399","awiPPSpXMWE2AYWT2n9AG9g","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Herrero Centro Automotivo","4873",1,"2024-04-10 20:02:52.852091"
"400","am8XWOlJUt0ePY-hLl1rGzQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Dpaschoal Franca 2 L","4349",1,"2024-04-10 20:02:52.853298"
"401","avcpL1p4c4U-NfyZ8AZ0nlw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - CD Americanas MG","5043",1,"2024-04-10 20:02:52.854234"
"402","aermVYs6Kd06FW4SktS1p-A","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Campneus São Paulo","4683",1,"2024-04-10 20:02:52.855127"
"403","RuleReverseAtStartId","2022-10-18 12:15:56.212","2050-01-01 00:00:00","Stock","","Backing Up When Leaving","86",1,"2024-04-10 20:02:52.856132"
"404","ahP2PEYaTWUGMlnAe2PQICA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - Loggi","5106",1,"2024-04-10 20:02:52.8571"
"405","amNJXteD2IE6ylJrQ4u5AlA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Monobloco Solucoes A","4605",1,"2024-04-10 20:02:52.858055"
"406","abNP6WTLm0U-JUQFxwvaB0Q","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Revizze Centro Automotivo","4241",1,"2024-04-10 20:02:52.859213"
"407","aMwyCR-93i0iPmaXZb-52JA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Autoscap","4242",1,"2024-04-10 20:02:52.860817"
"408","ary9w2GmizE-L3WsKmFV0-w","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Porto Auto Pecas Ltd","4727",1,"2024-04-10 20:02:52.861728"
"409","aAgRBxyGrRkKZbrGgvT93nQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - D A G Reparacao Auto","4187",1,"2024-04-10 20:02:52.862976"
"410","aw_Em3tors0GGv2VpMe7bWQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Xta Reparações Automotivo","4535",1,"2024-04-10 20:02:52.864525"
"411","aCQQwGim9c0yWj_AC4lUsqA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Lucas Garcez C A","4094",1,"2024-04-10 20:02:52.865536"
"412","anUhA8WXpgUWWlV3QeRurAQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Cht Auto Pecas","4526",1,"2024-04-10 20:02:52.866334"
"413","aY1XO8G-B3ECsbi1lZb-xsQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Bm Auto Pecas","4120",1,"2024-04-10 20:02:52.867369"
"414","aWsBcIt1Qa0aylM0zqd_MwA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","SSP6 / BRXSP6 - Zona Leste / XD GRU","114",1,"2024-04-10 20:02:52.868261"
"415","a3_GhOQ3zNUWskvTgG53Wxw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Nicomedes Ferreira","4328",1,"2024-04-10 20:02:52.869162"
"416","anTe43p7Aek616k220MIM6w","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Car Center Rocha","4302",1,"2024-04-10 20:02:52.870207"
"417","a6oRpds-0hU6fNn9NQkHm-g","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - DBH5 - Amazon","5079",1,"2024-04-10 20:02:52.87166"
"418","aEfUAv9C6GUeiAgXiKmVUbA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","ESTACIONAMENTO - SDU2D37","566",1,"2024-04-10 20:02:52.872706"
"419","aZn4cjs3ja0yUMY12orMisA","2023-12-19 20:49:29.406","2050-01-01 00:00:00","Custom","","Veículo em entrega ao cliente.","5339",1,"2024-04-10 20:02:52.873603"
"420","aZlSUoPLEJUiyloElXCoDtA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Comercial Passarella","4253",1,"2024-04-10 20:02:52.874515"
"421","afC0XlsoOSk2xGO0lm7Q-EA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Furlan Auto Center","4353",1,"2024-04-10 20:02:52.875383"
"422","akoHoM-O85kKNBnztW2qp3Q","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Auto Center Jr Prado","4787",1,"2024-04-10 20:02:52.876283"
"423","aX2lDGs7TRkuhPHzmIL1Kug","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","SPE1 / BRXPE1 - Recife","5082",1,"2024-04-10 20:02:52.877161"
"424","akrcJGdqXCUSQKgcNJcXPcQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Campneus Praia Grand","3699",1,"2024-04-10 20:02:52.878022"
"425","awZ22lmm9ekG0G0etc0ZbJw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Via Total Butanta","2496",1,"2024-04-10 20:02:52.886488"
"426","ac9M3XaGUfkCbPLD7O72_Bw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - GRU5 - Amazon","5023",1,"2024-04-10 20:02:52.887467"
"427","aBS8fxLFppE-DcJb56xK7wA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - J.M. Funilaria E Pintura","4545",1,"2024-04-10 20:02:52.888341"
"428","aGxwMFH-NgEGCEtJRRx_jyA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Jhake Pecas Automotivo","4515",1,"2024-04-10 20:02:52.889406"
"429","RuleAccidentId","2022-08-11 12:56:46.028","2050-01-01 00:00:00","Stock","","Possible Collision (Legacy)","5397",1,"2024-04-10 20:02:52.890625"
"430","aIckJ4N3cl0eIT_rzH__COg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Della Via - Loja 78","4144",1,"2024-04-10 20:02:52.891552"
"431","aUTh0lrVpEEem6X3jn3IdAw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Top Line Centro Auto","4501",1,"2024-04-10 20:02:52.892641"
"432","ahdWacuZnREWW5dip0PxkzQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Superdiesel Sorocaba","4998",1,"2024-04-10 20:02:52.893619"
"433","ajTnH1OqTZUKQOzuoSFQtAQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Mecânica Liberdade","4676",1,"2024-04-10 20:02:52.894529"
"434","aNAYeFcQDFUy8KpDvukD8mA","2023-08-09 00:28:13.558","2050-01-01 00:00:00","Custom","","Falha de Carregamento EV.","545",1,"2024-04-10 20:02:52.89542"
"435","a3tXXX_ztcEWsoVYqboVL1Q","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Renault Sinal France - Osasco","4406",1,"2024-04-10 20:02:52.896324"
"436","a0C26B5uiZE2S6FL8So7N1A","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Mj Pneus E","4159",1,"2024-04-10 20:02:52.897462"
"437","asaeE6pPz6E6i4l3W5uFieg","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - R E M Pneus","4108",1,"2024-04-10 20:02:52.898323"
"438","aVKbphjcv-0K8_sQx2n3f_g","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Clinicauto","4724",1,"2024-04-10 20:02:52.899181"
"439","a7qgPUX9KLE69iNxgaCtixA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Oficina Prado","4223",1,"2024-04-10 20:02:52.900025"
"440","aYOGHfwUh-kyTVARNpUR_uA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - GRU8 - Amazon","5035",1,"2024-04-10 20:02:52.902016"
"441","a73pMEZZrD0-BeTzyon0WjA","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - CD6991 - Magalu","5062",1,"2024-04-10 20:02:52.903318"
"442","axfFPRCk4pEuC9sVaI8sdrw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","CONCORRENTE  - CD B2W RJ","5069",1,"2024-04-10 20:02:52.90423"
"443","ab5N_u3SJa0arQNP_bfrkGw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","AREA DE RISCO  CID TIRADENTES Av. dos Metalúrgicos, Ferraz de Vasconcelos,","5374",1,"2024-04-10 20:02:52.905075"
"444","aWt_1JlH8jUS6wg-MHEljIQ","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","AREA DE RISCO  - Conj. Hab. Juscelino Kubitschek, São Paulo - SP,","5364",1,"2024-04-10 20:02:52.905993"
"445","aed3sqkgS1UOILgxtWRcQ8Q","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Navesa","4729",1,"2024-04-10 20:02:52.906904"
"446","a_XyZSdS2nE2u2feZjJhpzw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Autoglass - Bauru","4807",1,"2024-04-10 20:02:52.9078"
"447","aGXNfaFF0EkC1BaxRVquDtw","1986-01-01 00:00:00","2050-01-01 00:00:00","ZoneStop","","OFICINA - Bateria Zero Km","4912",1,"2024-04-10 20:02:52.909138"
