ID,ModeloCarro,DeviceId,ChargeType,DurationTicks,StartStateOfCharge,EndStateOfCharge,MeasuredBatteryEnergyInKwh,PeakPowerKw,DeltaSOC,DurationHours,valor_predito,confianca,MeasuredBatteryEnergyInKwh_Predict,Hit_Rate
119,KANGOO Z.E. MAXI 2 LUGARES 2P,bAAD,AC,58480370000,75.0,100.0,8.680000305175781,-0.1352272778749466,25.0,1.6244547222222223,-65536,-65536,7.54463562803991,0.6964464313771691
120,E-JUMPY,b907,AC,6865000000,80.0,82.5,1.6299999952316284,-0.145454540848732,20.0,0.19069444444444444,-65536,-65536,3.2753241125812127,0.7165073048095479
121,E-JUMPY,b907,AC,6865000000,80.0,82.5,1.6299999952316284,-0.145454540848732,20.0,0.19069444444444444,-65536,-65536,3.2753241125812127,0.7165073048095479
122,KANGOO Z.E. MAXI 2 LUGARES 2P,b400,AC,41771400000,23.0,45.0000114440918,7.070000171661377,,77.0,1.1603166666666667,-65536,-65536,6.1584907291404605,0.6964464313771691
123,KANGOO Z.E. MAXI 2 LUGARES 2P,b400,AC,41771400000,23.0,45.0000114440918,7.070000171661377,,77.0,1.1603166666666667,-65536,-65536,6.1584907291404605,0.6964464313771691
124,KANGOO Z.E. MAXI 2 LUGARES 2P,b7E4,AC,340570000,67.0,67.00115203857422,0.0299999993294477,,33.0,0.009460277777777778,-65536,-65536,2.721466564175756,0.6964464313771691
125,KANGOO Z.E. MAXI 2 LUGARES 2P,b7E4,AC,340570000,67.0,67.00115203857422,0.0299999993294477,,33.0,0.009460277777777778,-65536,-65536,2.721466564175756,0.6964464313771691
126,E- SCUDO 4P,b11CF,AC,124229330000,90.5,100.0,7.099999904632568,-0.1522727310657501,9.5,3.4508147222222223,-65536,-65536,12.589453887104213,0.7484046965202705
127,E- SCUDO 4P,b11CF,AC,124229330000,90.5,100.0,7.099999904632568,-0.1522727310657501,9.5,3.4508147222222223,-65536,-65536,12.589453887104213,0.7484046965202705
128,KANGOO Z.E. MAXI 2 LUGARES 2P,b7E4,AC,580600000,67.0,67.0,0.0700000002980232,,33.0,0.01612777777777778,-65536,-65536,2.7413790040258985,0.6964464313771691
129,KANGOO Z.E. MAXI 2 LUGARES 2P,b7E4,AC,580600000,67.0,67.0,0.0700000002980232,,33.0,0.01612777777777778,-65536,-65536,2.7413790040258985,0.6964464313771691
130,KANGOO Z.E. MAXI 2 LUGARES 2P,bCFA,AC,149470400000,64.0,100.0,12.5600004196167,-0.5352272987365723,36.0,4.151955555555555,-65536,-65536,15.092998329942414,0.6964464313771691
131,KANGOO Z.E. MAXI 2 LUGARES 2P,bCFA,AC,149470400000,64.0,100.0,12.5600004196167,-0.5352272987365723,36.0,4.151955555555555,-65536,-65536,15.092998329942414,0.6964464313771691
132,KANGOO Z.E. MAXI 2 LUGARES 2P,b235,AC,1847470000,87.0,88.0,0.3100000023841858,,13.0,0.05131861111111111,-65536,-65536,2.8464761696841494,0.6964464313771691
133,KANGOO Z.E. MAXI 2 LUGARES 2P,b235,AC,1847470000,87.0,88.0,0.3100000023841858,,13.0,0.05131861111111111,-65536,-65536,2.8464761696841494,0.6964464313771691
134,KANGOO Z.E. MAXI 2 LUGARES 2P,b240,AC,36316130000,58.0,78.0,5.980000019073486,-0.2045454531908035,42.0,1.0087813888888888,-65536,-65536,5.70593173342623,0.6964464313771691
135,KANGOO Z.E. MAXI 2 LUGARES 2P,b240,AC,36316130000,58.0,78.0,5.980000019073486,-0.2045454531908035,42.0,1.0087813888888888,-65536,-65536,5.70593173342623,0.6964464313771691
136,KANGOO Z.E. MAXI 2 LUGARES 2P,b400,AC,8892730000,18.0,23.0,1.5,,82.0,0.24702027777777777,-65536,-65536,3.4309377618960175,0.6964464313771691
137,KANGOO Z.E. MAXI 2 LUGARES 2P,b400,AC,8892730000,18.0,23.0,1.5,,82.0,0.24702027777777777,-65536,-65536,3.4309377618960175,0.6964464313771691
138,KANGOO Z.E. MAXI 2 LUGARES 2P,bE76,AC,11563599999,99.0,100.0,0.8199999928474426,-0.4477272629737854,1.0,0.32121111108333333,-65536,-65536,3.6525081414428975,0.6964464313771691
