"ModeloCarro","id","GeotabId","ChargeIsEstimated","ChargeType","StartTime","DeviceId","DurationTicks","EndStateOfCharge","EnergyConsumedKwh","EnergyUsedSinceLastChargeKwh","Latitude","Longitude","MaxACVoltage","MeasuredBatteryEnergyInKwh","MeasuredBatteryEnergyOutKwh","MeasuredOnBoardChargerEnergyInKwh","MeasuredOnBoardChargerEnergyOutKwh","PeakPowerKw","StartStateOfCharge","TripStop","Version","RecordCreationTimeUtc"
"E-Jumpy","40","as5JM0Gowl0uZKHHbndG2UQ",True,"AC","2024-04-06 17:12:10","b769","185436200000","100","25.147727966308594",NULL,"-16.62097930908203","-49.21953201293945",NULL,"22.1299991607666","0","0","0","-1.4045454263687134","66.125","2024-04-06 16:45:13","2284688","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","237","a1JN6Ip9vHU6ST4qP_t1j3Q",True,"AC","2024-04-06 17:04:32","bAA7","299490400000","100","27.045454025268555",NULL,"-22.530559539794922","-47.308570861816406",NULL,"23.799999237060547","0","0","0","-0.19431817531585693","21.000089645385742","2024-04-06 16:37:04","2285522","2024-04-10 20:03:05.580012"
"E-Expert","1049","a1pR3-44mTka5GgF20eo6aw",True,"AC","2024-04-06 16:26:24","b1123","109640200000","100","16.977272033691406",NULL,"-23.960268020629883","-46.47001647949219",NULL,"14.9399995803833","0.009999999776482582","0","0","-0.1511363685131073","80.5","2024-04-06 14:42:31","2251429","2024-04-10 20:03:05.580012"
"ZOE","1258","atn4SRFFcokGGrRiG4WPs-A",False,"DC","2024-04-06 15:57:20","b10F8","45930700000","96.0749740600586","0",NULL,"-23.511781692504883","-46.7438850402832",NULL,"0","41.83000183105469","0","0","-45.31999969482422","13.725000381469727","2024-04-06 15:55:08","2291036","2024-04-10 20:03:05.580012"
"ZOE","3107","aGRSwJo_Suk-wbAk2sTdmiw",False,"DC","2024-04-06 15:57:20","b10F8","45930700000","96.0749740600586","0",NULL,"-23.511781692504883","-46.7438850402832",NULL,"0","41.83000183105469","0","0","-45.31999969482422","13.725000381469727","2024-04-06 15:55:08","2292394","2024-04-10 20:17:56.970788"
"Kangoo Z.E. MAXI 2 Lugares 2P","944","aQoaUzuRqZESax29siA3IMA",True,"AC","2024-04-06 15:20:50","bE78","127696029999","100","11.397727012634277",NULL,"-15.794278144836426","-47.98689270019531",NULL,"10.029999732971191","0","0","0","-0.7556818127632141","70","2024-04-06 15:20:03","2290942","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","1924","aweo3VNK3FUqwv9IPKPxvPA",True,"AC","2024-04-06 13:34:21","bE6B","127636630000","100","11.75",NULL,"-15.794252395629883","-47.98676300048828",NULL,"10.34000015258789","0","0","0","-0.41931816935539246","70","2024-04-06 13:33:54","2262653","2024-04-10 20:03:05.580012"
"E- Scudo 4P","1462","aMOibGI5jfE6F-ZeCrCMUjA",True,"AC","2024-04-06 10:54:57","b1271","716170000","100","0",NULL,"-20.06208038330078","-43.97575759887695",NULL,"0","0","0","0","-0.5556818246841431","100","2024-04-06 04:58:40","2285719","2024-04-10 20:03:05.580012"
"E- Scudo 4P","1875","aABV-P1WbzkqQB-ZwO2HqVA",True,"AC","2024-04-06 10:52:04","b1204","619870000","100","0",NULL,"-20.062259674072266","-43.97595977783203",NULL,"0","0","0","0","-0.1511363685131073","100","2024-04-06 02:27:46.063","2284810","2024-04-10 20:03:05.580012"
"E- Scudo 4P","168","aRo0NyLEhvEemih22SvSm6w",True,"AC","2024-04-06 10:06:10","b111F","7500000","100","0",NULL,"-23.415782928466797","-46.43560791015625",NULL,"0","0","0","0","-0.1511363685131073","100","2024-04-05 10:24:22.127","2289659","2024-04-10 20:03:05.580012"
"E- Scudo 4P","3067","aO5ugH0UX3EuM0FO0OFdKLQ",True,"AC","2024-04-06 10:06:10","b111F","7500000","100","0",NULL,"-23.415782928466797","-46.43560791015625",NULL,"0","0","0","0","-0.1511363685131073","100","2024-04-05 10:24:22.127","2292362","2024-04-10 20:11:51.295372"
"Kangoo Z.E. MAXI 2 Lugares 2P","502","aCrBHf8nBx0qMPlsmyLhcIA",True,"AC","2024-04-06 09:20:05","bA8C","110084970000","100","20.06818199157715",NULL,"-22.960819244384766","-43.38956832885742",NULL,"17.65999984741211","0","0","0","-0.39886364340782166","48","2024-04-05 23:42:15.127","2290954","2024-04-10 20:03:05.580012"
"JAC iEV1200T AT 4x2 2P","954","aa0hzr7FxZUaTTQaF4fQqTA",False,"DC","2024-04-06 07:32:57","b1EA","70693600000","100","58.54999923706055",NULL,"-23.51183319091797","-46.7438850402832",NULL,"58.54999923706055","0","0","0","-0.3310000002384186","42","2024-04-06 03:11:43","2290892","2024-04-10 20:03:05.580012"
"JAC iEV1200T AT 4x2 2P","3029","aZ4QVYeH3VUyOlvBO0sEETQ",False,"DC","2024-04-06 07:32:57","b1EA","70693600000","100","58.54999923706055",NULL,"-23.51183319091797","-46.7438850402832",NULL,"58.54999923706055","0","0","0","-0.3310000002384186","42","2024-04-06 03:11:43","2292312","2024-04-10 20:09:49.167719"
"Kangoo Z.E. MAXI 2 Lugares 2P","1558","auRdmLwn7mkexhzgqslvjxA",True,"AC","2024-04-06 05:44:46","bE24","126404830000","99","24.045454025268555",NULL,"-22.960819244384766","-43.38959503173828",NULL,"21.15999984741211","0","0","0",NULL,"29.999977111816406","2024-04-05 22:32:20.063","2290956","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","1062","a53czDfkcTkyV6M_affnDBA",True,"AC","2024-04-06 05:43:51","bA88","127102200000","94","25.045454025268555",NULL,"-22.960819244384766","-43.38938903808594",NULL,"22.040000915527344","0","0","0","-0.31022727489471436","21.99999237060547","2024-04-05 22:41:46.063","2290945","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","1424","acXQb7ISimkavZZM4-DZA2g",True,"AC","2024-04-06 05:41:25","bA7E","128924470000","95","25.295454025268555",NULL,"-22.96087074279785","-43.38972091674805",NULL,"22.260000228881836","0","0","0",NULL,"22.000011444091797","2024-04-05 23:41:03.063","2291033","2024-04-10 20:03:05.580012"
"E-Jumpy","1291","aGFDgnv9d70-q7AolgCeBbw",True,"AC","2024-04-06 05:23:59.013","b1224","259284540000","100","41.6136360168457",NULL,"-23.029836654663086","-47.10622787475586",NULL,"36.619998931884766","0","0","0","-0.1511363685131073","47.875","2024-04-06 05:23:23","2286735","2024-04-10 20:03:05.580012"
"E- Scudo 4P","2103","aaZD_ebMK5U2tx6FZTXdY8A",True,"AC","2024-04-06 05:07:54","b11FE","206061770000","79","32.21590805053711",NULL,"-20.06218147277832","-43.975833892822266",NULL,"28.350000381469727","0","0","0","-0.4000000059604645","38.625","2024-04-06 05:03:49","2257150","2024-04-10 20:03:05.580012"
"E- Scudo 4P","2088","aI4WVvEX0CEeV1LihA08zIw",True,"AC","2024-04-06 04:59:04","b1271","195212870000","100","30.295454025268555","9.0600004196167","-20.06208038330078","-43.97575759887695",NULL,"26.65999984741211","0.009999999776482582","0","0","-0.1511363685131073","63.125","2024-04-06 04:58:40","2283964","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","163","aQvzDkehI_UWzb8RzAx2trQ",True,"AC","2024-04-06 04:04:00","b1DB","80836830000","100","14.329545021057129",NULL,"-23.572120666503906","-46.600242614746094",NULL,"12.609999656677246","0","0","0","-0.8272727131843567","62","2024-04-06 02:35:20.127","2284595","2024-04-10 20:03:05.580012"
"E- Scudo 4P","218","aY-BZ7qdKXU2ciEbmlSmhfQ",True,"AC","2024-04-06 03:36:21","b1271","4585200000","77.875","0.6818181872367859",NULL,"-20.06208038330078","-43.97598648071289",NULL,"0.6000000238418579","0","0","0","-0.48181816935539246","76.625","2024-04-06 03:30:52","2283963","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","723","ai7RK53LVd0WGqrjUE79dWg",True,"AC","2024-04-06 03:24:08","bED2","96400270000","100","17.75",NULL,"-23.572275161743164","-46.600242614746094",NULL,"15.619999885559082","0","0","0","-0.3215909004211426","53","2024-04-06 03:22:39","2291647","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","1962","aXtpwpCnqwkKqM0h1df21Qg",True,"AC","2024-04-06 02:58:59","b9B7","217330400000","100","22.511363983154297",NULL,"-23.567487716674805","-46.40581130981445",NULL,"19.809999465942383","0","0","0","-0.12159091234207153","38.99999237060547","2024-04-05 23:48:27","2286785","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","1440","aXEtfYVBFWkSeoPWB69xdcA",True,"AC","2024-04-06 02:55:13","b59","134652470000","100","17.659090042114258",NULL,"-23.532621383666992","-46.57740783691406",NULL,"15.539999961853027","0","0","0","-0.20227272808551788","54","2024-04-06 02:54:33.063","2284722","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","1448","aTnzAi_pDwE6S-lCZ1K9cPA",True,"AC","2024-04-06 02:53:26","b58","163000430000","100","21.204545974731445",NULL,"-23.53264617919922","-46.57763671875",NULL,"18.65999984741211","0","0","0",NULL,"44","2024-04-06 02:52:56.063","2284494","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","462","a5NUg1ANb80mtNpK-5fyFHQ",True,"AC","2024-04-06 02:51:20","b57","180630269999","100","20.738636016845703",NULL,"-23.532672882080078","-46.57743453979492",NULL,"18.25","0","0","0","-0.9147727489471436","41","2024-04-06 02:50:40.063","2288268","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","824","aqO_qx2mD40aIhSYRbTGsog",True,"AC","2024-04-06 02:50:33.007","b1BE","82210200000","100","15.170454978942871",NULL,"-23.572071075439453","-46.60011672973633",NULL,"13.350000381469727","0","0","0",NULL,"57","2024-04-06 02:49:56.063","2285497","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2p","770","a-GgTQKur7kqCRISGbn7cwA",True,"AC","2024-04-06 02:43:28","bD99","184280430000","100","9.011363983154297",NULL,"-23.57186508178711","-46.59978103637695",NULL,"7.929999828338623","0","0","0","-0.5545454621315002","78","2024-04-05 19:50:10","2282908","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","2099","aUtDX7LB9QUecYQz1yWshpA",True,"AC","2024-04-06 02:18:13","b113E","222400400000","100","22.636363983154297","21.239999771118164","-23.49888038635254","-46.40596389770508",NULL,"19.920000076293945","0","0","0","-0.12613636255264282","36","2024-04-06 02:11:35","2273239","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 5 Lugares 2P","1929","aGIIc7zFUmkKW2m7ao5ZZFA",False,"DC","2024-04-06 01:43:27.013","bE3C","57088070000","99","39.459999084472656",NULL,"-23.560319900512695","-46.56770706176758",NULL,"39.459999084472656","0","0","0","-0.49000000953674316","45.125","2024-04-06 01:37:24","2253944","2024-04-10 20:03:05.580012"
"E- Scudo 4P","1248","aQ4CAIkCANkilVDxs8AsLrQ",True,"AC","2024-04-06 01:16:48","b11FA","137409830000","100","20.863636016845703","17.940000534057617","-20.062156677246094","-43.97578430175781",NULL,"18.360000610351562","0","0","0","-0.48068180680274963","75.75","2024-04-06 01:16:33","2271919","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","1886","am4d4UOmYPkWh2gRX2h26pw",True,"AC","2024-04-06 00:48:09","b1DC","97080200000","100","17.68181800842285",NULL,"-23.57219886779785","-46.60019302368164",NULL,"15.5600004196167","0","0","0","-0.32499998807907104","53","2024-04-05 23:57:31.127","2291656","2024-04-10 20:03:05.580012"
"JAC iEV1200T AT 4x2 2P","1496","a-tk7dO_Gu0iqXnZRkRL-MQ",True,"AC","2024-04-06 00:21:20","b542","486393070000","99","90.28408813476562",NULL,"-22.911256790161133","-47.100494384765625",NULL,"79.44999694824219","0","0","0","-1.726136326789856","19.5","2024-04-06 00:20:54","2289579","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","2754","agBvSsJO_AUO9byRFR86rgg",True,"AC","2024-04-06 00:18:17","b1C0","106060200000","100","19.227272033691406",NULL,"-23.572351455688477","-46.600318908691406",NULL,"16.920000076293945","0","0","0","-0.31931817531585693","47","2024-04-06 00:17:31.063","2292011","2024-04-10 20:03:37.624787"
"Kangoo Z.E. MAXI 2 Lugares 2P","2200","atIApEtdbjk6gCFj8I6RCDQ",True,"AC","2024-04-06 00:18:17","b1C0","106060200000","100","19.227272033691406",NULL,"-23.572351455688477","-46.600318908691406",NULL,"16.920000076293945","0","0","0","-0.31931817531585693","47","2024-04-06 00:17:31.063","2290519","2024-04-10 20:03:05.580012"
"E-Expert","1080","anTgDkp_EakS7xMCtsjwOmQ",True,"AC","2024-04-06 00:07:27","bA5D","304785600000","100","28.18181800842285",NULL,"-23.1114501953125","-45.71148681640625",NULL,"24.799999237060547","0","0","0","-0.46704545617103577","64.125","2024-04-06 00:05:04","2252457","2024-04-10 20:03:05.580012"
"E- Scudo 4P","1178","a4EWAV0KJlUWTW7WprtrSvQ",True,"AC","2024-04-06 00:04:38","b1148","527470430000","100","31.784090042114258",NULL,"-23.416114807128906","-46.435482025146484",NULL,"27.969999313354492","0.05000000074505806","0","0","-0.46136364340782166","57.125","2024-04-06 00:04:08","2262380","2024-04-10 20:03:05.580012"
"E- Scudo 4P","2364","a5L37Upj6ckGfEklvwmDxpw",True,"AC","2024-04-06 00:03:54","b11D5","458347300000","100","39.931819915771484",NULL,"-23.499853134155273","-46.893157958984375",NULL,"35.13999938964844","0","0","0","-0.1511363685131073","50.75","2024-04-06 00:02:26","2286995","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","1663","aItSjwi5JU0qDUi379lGcqA",True,"AC","2024-04-06 00:02:55.007","b1018","87840330000","100","7.488636493682861",NULL,"-25.498266220092773","-49.25529479980469",NULL,"6.590000152587891","0","0","0","-0.21590909361839294","83","2024-04-05 19:18:10","2284567","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","673","aHkj8hZXTjkmYcRwSHV9h9w",True,"AC","2024-04-06 00:02:53","b1019","158381630000","95","14",NULL,"-25.498239517211914","-49.25537109375",NULL,"12.319999694824219","0","0","0",NULL,"58","2024-04-05 18:57:54","2285671","2024-04-10 20:03:05.580012"
"E-Jumpy","1365","a2bIklTrydU-0rNvaA9wB-g",True,"AC","2024-04-06 00:02:04","bE5B","336770870000","100","29.727272033691406",NULL,"-23.150592803955078","-45.89926528930664",NULL,"26.15999984741211","0.009999999776482582","0","0","-0.15000000596046448","57.375","2024-04-06 00:00:55","2285563","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","2124","aZiS9uxrYi0KDRcGGwlhSlQ",True,"AC","2024-04-05 23:56:22","b403","94781770000","100","18.159090042114258",NULL,"-23.511474609375","-46.743629455566406",NULL,"15.979999542236328","0","0","0","-0.6034091114997864","51","2024-04-05 23:55:50","2258016","2024-04-10 20:03:05.580012"
"E-Expert","1117","aaM9HMUEiYkyryJyg5iZ4Cw",False,"DC","2024-04-05 23:47:49","bC51","43353770000","100","33.88999938964844",NULL,"-23.56014060974121","-46.56755065917969",NULL,"33.88999938964844","0","0","0","-0.4009999930858612","53","2024-04-05 23:45:05","2258218","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2p","1645","aaVbibQasNU-lxEKsGa10iA",True,"AC","2024-04-05 23:44:51","b1007","133980400000","100","24.55681800842285",NULL,"-23.572019577026367","-46.60026931762695",NULL,"21.610000610351562","0","0","0",NULL,"34","2024-04-05 23:44:08.063","2286820","2024-04-10 20:03:05.580012"
"E-Expert","2225","arTWI7cqTl0-rXwQUoaU34g",True,"AC","2024-04-05 23:43:48","b121E","343105899999","100","58.54545593261719",NULL,"-22.95795249938965","-43.38286209106445",NULL,"51.52000045776367","0","0","0","-0.3488636314868927","23.87654685974121","2024-04-05 23:43:09","2291669","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P ","2059","aZE5qWN2LQkq9e1ol4bRtOg",True,"AC","2024-04-05 23:35:47","bECB","91960470000","100","16.704545974731445",NULL,"-23.572120666503906","-46.60011672973633",NULL,"14.699999809265137","0","0","0",NULL,"55","2024-04-05 23:31:30.063","2252455","2024-04-10 20:03:05.580012"
"E-Expert","2066","aeIZGq9OJvkiYzIl6HiogTA",False,"DC","2024-04-05 23:32:24","b104E","132835830000","100","44.709999084472656",NULL,"-22.960844039916992","-43.389747619628906",NULL,"44.709999084472656","0","0","0","-0.13300000131130219","34","2024-04-05 23:30:32","2291581","2024-04-10 20:03:05.580012"
"E-Expert","5","aPTJW0rFxC0SNzouDBzZ5Dg",True,"AC","2024-04-05 23:25:17.013","b1221","407987200000","100","68.06818389892578",NULL,"-22.95792579650879","-43.38286209106445",NULL,"59.900001525878906","0","0","0","-0.33636364340782166","10","2024-04-05 23:25:01","2289617","2024-04-10 20:03:05.580012"
"E-Scudo 4P","481","a39SoTx9gfEqZ5TyZ2jF0Dg",True,"AC","2024-04-05 23:03:48","b1120","427111900000","100","24.125",NULL,"-23.416038513183594","-46.43553161621094",NULL,"21.229999542236328","0.05999999865889549","0","0","-0.4749999940395355","69","2024-04-05 23:02:02","2285505","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","1447","a1EMtZ1QjVke7QXvGbZP5-g",True,"AC","2024-04-05 22:59:38.007","b1FC","127575100000","100","22.863636016845703",NULL,"-23.670629501342773","-46.705406188964844",NULL,"20.1200008392334","0","0","0","-0.5147727131843567","39","2024-04-05 22:53:31.127","2286875","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","769","a6U72dKUtjEW0ukDlHunvhw",True,"AC","2024-04-05 22:57:34","b40D","83863700000","100","15.738636016845703",NULL,"-23.511808395385742","-46.743934631347656",NULL,"13.850000381469727","0","0","0","-0.4056818187236786","56.00002670288086","2024-04-05 22:24:49","2284604","2024-04-10 20:03:05.580012"
"Partner Rapid Business Pack - Motor 1.4 ","693","aNI1xMAKjC0mGD_Yoxi6r5A",True,"AC","2024-04-05 22:56:53","b101B","194897530000","92.125","15.318181991577148",NULL,"-20.145767211914062","-40.2369270324707",NULL,"13.479999542236328","0.009999999776482582","0","0","-0.4738636314868927","70.5","2024-04-05 22:55:01","2252461","2024-04-10 20:03:05.580012"
"E- Scudo 4P","1864","a6MLCsS8ZE02lci1vBtTzng",True,"AC","2024-04-05 22:36:39","b111F","2069230000","100","0.09090909361839294","0","-23.415782928466797","-46.43560791015625",NULL,"0.07999999821186066","0","0","0","-0.5568181872367859","100","2024-04-05 10:24:22.127","2282638","2024-04-10 20:03:05.580012"
"E- Scudo 4P","424","aEVqhNHOlRES8siT3rqV2dA",True,"AC","2024-04-05 22:29:42","b11B4","515957100000","100","33.71590805053711",NULL,"-23.499853134155273","-46.893211364746094",NULL,"29.670000076293945","0.05999999865889549","0","0","-1.0147727727890015","57.25","2024-04-05 22:28:54","2284629","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","1179","aqBP78XfHIECRCkXZvYceRA",True,"AC","2024-04-05 22:17:50","b11AC","86870430000","100","16.397727966308594",NULL,"-23.67296028137207","-46.71464920043945",NULL,"14.430000305175781","0","0","0","-0.22499999403953552","54","2024-04-05 22:17:20.127","2285700","2024-04-10 20:03:05.580012"
"JAC iEV1200T AT 4x2 2P","887","anE6tO-c7RkuCRivFlMJAzQ",True,"AC","2024-04-05 22:17:23.013","b826","171072239999","100","31.625",NULL,"-22.857650756835938","-47.14818572998047",NULL,"27.829999923706055","0","0","0","-2.4625000953674316","72.5","2024-04-05 22:10:35","2279144","2024-04-10 20:03:05.580012"
"JAC iEV1200T AT 4x2 2P","1619","a9nYqe0FdcEuG318wTuO-bA",True,"AC","2024-04-05 22:17:18","b610","470203130000","100","86.71591186523438",NULL,"-22.85762596130371","-47.14818572998047",NULL,"76.30999755859375","0","0","0","-1.7227272987365723","23.5","2024-04-05 22:15:34","2291010","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","151","aggBKM-1nxUuvwby2PWCIzQ",True,"AC","2024-04-05 21:50:15","bEDE","203867100000","100","18.988636016845703",NULL,"-25.498367309570312","-49.255577087402344",NULL,"16.709999084472656","0","0","0","-0.12613636255264282","51","2024-04-05 21:49:02","2283360","2024-04-10 20:03:05.580012"
"E-Jumpy","694","aj3YNws6dAkuKB_mAs602zA",False,"DC","2024-04-05 21:24:09","b10AD","71402800000","100","50.97999954223633",NULL,"-23.560216903686523","-46.56770706176758",NULL,"50.97999954223633","0","0","0","-0.34700000286102295","27","2024-04-05 21:13:06","2256021","2024-04-10 20:03:05.580012"
"E-Expert","1908","a5w1V2bs0zEu6B6pkPC4GEw",True,"AC","2024-04-05 20:52:30","bBB6","344667770000","100","57.2613639831543",NULL,"-30.002227783203125","-51.16377639770508",NULL,"50.38999938964844","0","0","0","-0.1511363685131073","25.125","2024-04-05 20:50:55","2262266","2024-04-10 20:03:05.580012"
"E-Expert","1588","aLQBnmhG9LUm_ztJx6VIthA",True,"AC","2024-04-05 20:47:50","bBB8","115014470000","100","19.159090042114258",NULL,"-30.002227783203125","-51.16382598876953",NULL,"16.860000610351562","0.009999999776482582","0","0","-0.15000000596046448","74.5","2024-04-05 20:45:56","2284541","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","611","aSzGVmWVn0U-entDFERWMcg",True,"AC","2024-04-05 20:43:12","b56","4844670000","100","0.375",NULL,"-23.532672882080078","-46.57756042480469",NULL,"0.33000001311302185","0","0","0","-1.2625000476837158","100","2024-04-05 20:42:06.063","2283983","2024-04-10 20:03:05.580012"
"E-Jumpy","2896","a1djbMK8vFkCDjZWcF1IVPg",False,"DC","2024-04-05 20:19:59","b10FB","15040500000","99","7.190000057220459",NULL,"-23.51183319091797","-46.743934631347656",NULL,"7.190000057220459","0.009999999776482582","0","0","-0.13300000131130219","89.125","2024-04-05 18:32:19","2292175","2024-04-10 20:07:14.768643"
"E-Jumpy","1109","alzVb1Bl5IU2omxRU1_0j1Q",False,"DC","2024-04-05 20:19:59","b10FB","15040500000","99","7.190000057220459",NULL,"-23.51183319091797","-46.743934631347656",NULL,"7.190000057220459","0.009999999776482582","0","0","-0.13300000131130219","89.125","2024-04-05 18:32:19","2290697","2024-04-10 20:03:05.580012"
"E- Scudo 4P","1919","aTM4wP4TlZ0iLvvrA3GcIYQ",True,"AC","2024-04-05 20:16:59","b11B3","386874570000","100","34.82954406738281","19.209999084472656","-23.499980926513672","-46.89323425292969",NULL,"30.649999618530273","0.11999999731779099","0","0","-0.46136364340782166","57.5","2024-04-05 20:15:28","2252479","2024-04-10 20:03:05.580012"
"E-Jumpy","2429","akvcxnW5aJE2YBsbeWEuQUw",True,"AC","2024-04-05 20:09:34","b731","3377029999","100","0.25",NULL,"-23.440767288208008","-47.38920974731445",NULL,"0.2199999988079071","0.009999999776482582","0","0","-0.5522727370262146","100","2024-04-05 15:47:30","2291589","2024-04-10 20:03:05.580012"
"E-Jumpy","3294","aJC1EFS8VX0iyJGDxg0AumA",True,"AC","2024-04-05 20:09:34","b731","3377029999","100","0.25",NULL,"-23.440767288208008","-47.38920974731445",NULL,"0.2199999988079071","0.009999999776482582","0","0","-0.5522727370262146","100","2024-04-05 15:47:30","2292572","2024-04-10 20:32:41.572752"
"JAC iEV1200T AT 4x2 2P","1999","aFW8MIu_6TkmbWUOkQ4OBEA",True,"AC","2024-04-05 18:45:34","b737","316568070000","100","59",NULL,"-23.51477813720703","-46.74222183227539",NULL,"51.91999816894531","0","0","0",NULL,"48.5","2024-04-05 18:42:45.063","2284775","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","3082","akzhZHqkI7E2RkHF5C4LsvA",True,"AC","2024-04-05 18:25:13.007","b9BA","87311700000","50","16.022727966308594",NULL,"-23.480344772338867","-46.70848083496094",NULL,"14.100000381469727","0","0","0",NULL,"5","2024-04-05 18:24:39.063","2292351","2024-04-10 20:11:51.295372"
"Kangoo Z.E. MAXI 2 Lugares 2P","1512","a2N37yj2EQEKb-x1p2GjPrA",True,"AC","2024-04-05 18:25:13.007","b9BA","87311700000","50","16.022727966308594","18.670000076293945","-23.480344772338867","-46.70848083496094",NULL,"14.100000381469727","0","0","0",NULL,"5","2024-04-05 18:24:39.063","2252483","2024-04-10 20:03:05.580012"
"JAC iEV1200T AT 4x2 2P","468","aqWt-Qe2qu0OJ6ySTK3jKbg",True,"AC","2024-04-05 17:26:51","b60E","271326370000","100","50.431819915771484",NULL,"-23.421005249023438","-46.79613494873047",NULL,"44.380001068115234","0","0","0",NULL,"55","2024-04-05 17:25:49","2289646","2024-04-10 20:03:05.580012"
"E-Jumpy","473","a93wzBtzoT0iN3dCI8mFqeg",False,"DC","2024-04-05 16:57:17","bD30","30811030000","100","16.75",NULL,"-23.560115814208984","-46.567626953125",NULL,"16.75","0","0","0","-0.13300000131130219","78.75","2024-04-05 16:55:03","2261320","2024-04-10 20:03:05.580012"
"JAC iEV1200T AT 4x2 2P","2508","am3wOaAG1VU2-RWpBqrzRlg",True,"AC","2024-04-05 16:25:10","b2E5","258323970000","100","47.2613639831543",NULL,"-22.911231994628906","-47.100440979003906",NULL,"41.59000015258789","0","0","0",NULL,"58","2024-04-05 16:24:30.063","2288193","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","3097","aFtBriNUdOkatwo7EIEbUCQ",True,"AC","2024-04-05 13:55:46","b114F","80802570000","75.00003051757812","0",NULL,"-22.893644332885742","-47.07466125488281",NULL,"0","0","0","0","-3.7295453548431396","31","2024-04-05 13:39:07.063","2292377","2024-04-10 20:16:55.731911"
"Kangoo Z.E. MAXI 2 Lugares 2P","1336","aXpMNn6pi4UKzYFFwMneLYQ",True,"AC","2024-04-05 13:55:46","b114F","80802570000","75.00003051757812","0",NULL,"-22.893644332885742","-47.07466125488281",NULL,"0","0","0","0","-3.7295453548431396","31","2024-04-05 13:39:07.063","2290990","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","631","azKSWlTGh9UygzvmOv7TF_g",True,"AC","2024-04-05 11:21:04","b2F9","150670400000","100","25.636363983154297",NULL,"-23.289087295532227","-51.09977722167969",NULL,"22.559999465942383","0","0","0","-0.22499999403953552","28.002071380615234","2024-04-05 11:17:53.127","2285611","2024-04-10 20:03:05.580012"
"E- Scudo 4P","36","adlIibkEI_Eyi1aK12kp7tQ",True,"AC","2024-04-05 10:45:02","b111F","4388200000","100","0.34090909361839294","0.029999999329447746","-23.415782928466797","-46.43560791015625",NULL,"0.30000001192092896","0.009999999776482582","0","0","-0.5556818246841431","100","2024-04-05 10:24:22.127","2282636","2024-04-10 20:03:05.580012"
"E-Expert","1280","aHlARBtak0U-niZppoxOSvg",True,"AC","2024-04-05 03:56:27","b10A4","339855930000","100","27.102272033691406",NULL,"-20.145740509033203","-40.237003326416016",NULL,"23.850000381469727","0.009999999776482582","0","0","-1.0272727012634277","62.625","2024-04-05 03:55:46","2252474","2024-04-10 20:03:05.580012"
"E- Scudo 4P","1574","a10x5sIoBvUe1w1Q66m9Mcw",True,"AC","2024-04-05 01:59:14","b11B3","316178200000","86","28.80681800842285",NULL,"-23.499929428100586","-46.893287658691406",NULL,"25.350000381469727","0","0","0","-0.14772726595401764","48.75","2024-04-05 01:57:28","2252478","2024-04-10 20:03:05.580012"
