"ModeloCarro","id","GeotabId","ChargeIsEstimated","ChargeType","StartTime","DeviceId","DurationTicks","EndStateOfCharge","EnergyConsumedKwh","EnergyUsedSinceLastChargeKwh","Latitude","Longitude","MaxACVoltage","MeasuredBatteryEnergyInKwh","MeasuredBatteryEnergyOutKwh","MeasuredOnBoardChargerEnergyInKwh","MeasuredOnBoardChargerEnergyOutKwh","PeakPowerKw","StartStateOfCharge","TripStop","Version","RecordCreationTimeUtc"
"E-Expert","603","a73kkDUrb40SBJkcqD2fyCg",True,"AC","2024-04-10 00:51:14","bC79","6438000000","50.5","0.3068181872367859","0","-21.190629959106445","-50.468017578125",NULL,"0.27000001072883606","0","0","0","-0.40795454382896423","50","2024-04-09 21:58:01","2291833","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","1693","a_1BvZmEPVkSU07J4SD2sXA",True,"AC","2024-04-10 00:50:49","b1FD","115334570000","100","20.545454025268555","0.009999999776482582","-23.670759201049805","-46.70545959472656",NULL,"18.079999923706055","0","0","0","-0.4000000059604645","49","2024-04-10 00:50:09","2291438","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","1487","a6T1rSUf00EGfqfUCzMv4Hg",True,"AC","2024-04-10 00:50:31","bA53","975770000","53","0.07954545319080353","15.079999923706055","-23.67365074157715","-46.63175582885742",NULL,"0.07000000029802322","0","0","0","-0.40340909361839294","53","2024-04-10 00:45:32","2291449","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","756","aVz78AjP690-Hb3C8igny9A",True,"AC","2024-04-10 00:48:32","b1FB","120420400000","100","21.93181800842285","17.139999389648438","-23.670835494995117","-46.705535888671875",NULL,"19.299999237060547","0","0","0",NULL,"41","2024-04-10 00:47:53.063","2291443","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","1231","aHCjnwjcEo0KzQXVXJbjM_A",True,"AC","2024-04-10 00:48:09","b376","28127100000","26","2.590909004211426","24.8700008392334","-23.574527740478516","-45.27301025390625",NULL,"2.2799999713897705","0","0","0","-1.0840909481048584","18","2024-04-09 23:04:42","2291700","2024-04-10 20:03:05.580012"
"E-Jumpy","144","aBQOCo6rNikyZnFnEISn0Lg",True,"AC","2024-04-10 00:47:12","b10D4","18546270000","71.25","2.4886362552642822","0","-25.473331451416016","-49.24641418457031",NULL,"2.190000057220459","0.019999999552965164","0","0","-0.47727271914482117","67.625","2024-04-09 23:24:31","2290827","2024-04-10 20:03:05.580012"
"E-Jumpy","3023","a8Amdaql-_0SjjzQwiDFydQ",True,"AC","2024-04-10 00:47:12","b10D4","18546270000","71.25","2.4886362552642822","0","-25.473331451416016","-49.24641418457031",NULL,"2.190000057220459","0.019999999552965164","0","0","-0.47727271914482117","67.625","2024-04-09 23:24:31","2292288","2024-04-10 20:09:18.844365"
"Kangoo Z.E. MAXI 2 Lugares 2P","1463","argx5mq3xqEubQi7sAmra7A",True,"AC","2024-04-10 00:45:27","b3CD","56500200000","100","9.897727012634277","6.179999828338623","-23.670759201049805","-46.70558547973633",NULL,"8.710000038146973","0","0","0","-0.42500001192092896","75","2024-04-10 00:44:57","2291447","2024-04-10 20:03:05.580012"
"Kangoo Z.E. Maxi 2 Lugares 2p","789","aibtjIllx2k2LFE7m_5Fm-A",True,"AC","2024-04-10 00:44:06","b1287","23239670000","99","4.784090995788574","0","-23.511629104614258","-46.74373245239258",NULL,"4.210000038146973","0","0","0",NULL,"87","2024-04-09 22:41:22","2291693","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","304","aqSI-_ENAF0KIgiisBS0udg",True,"AC","2024-04-10 00:44:03","bDD9","111220470000","100","6.431818008422852","5.510000228881836","-23.950284957885742","-46.46159362792969",NULL,"5.659999847412109","0","0","0","-0.21590909361839294","84","2024-04-09 18:27:04","2290776","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","2953","aubhLRFlfYUuMD5DfoiHWPg",True,"AC","2024-04-10 00:44:03","bDD9","111220470000","100","6.431818008422852","5.510000228881836","-23.950284957885742","-46.46159362792969",NULL,"5.659999847412109","0","0","0","-0.21590909361839294","84","2024-04-09 18:27:04","2292251","2024-04-10 20:08:48.15449"
"Kangoo Z.E. MAXI 2 Lugares 2p","2743","atkIJ2lT8TEGfZ1YaVyL9wQ",True,"AC","2024-04-10 00:43:17","bF9E","145630300000","100","26","22.829999923706055","-23.440767288208008","-47.389312744140625",NULL,"22.8799991607666","0","0","0","-3.6352272033691406","28","2024-04-09 21:20:08.127","2292044","2024-04-10 20:03:37.624787"
"Kangoo Z.E. MAXI 2 Lugares 2p","1770","aYICH7oVRJkCuvRGyjDeypQ",True,"AC","2024-04-10 00:43:17","bF9E","145630300000","100","26","22.829999923706055","-23.440767288208008","-47.389312744140625",NULL,"22.8799991607666","0","0","0","-3.6352272033691406","28","2024-04-09 21:20:08.127","2290548","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","2011","a1Cwd8QdIoEKTfXPcGlp0cw",True,"AC","2024-04-10 00:42:14","b1101","372230000","97","0","1.3600000143051147","-23.49706268310547","-46.803688049316406",NULL,"0","0","0","0","-0.22272726893424988","96.9999771118164","2024-04-09 22:10:31","2291851","2024-04-10 20:03:05.580012"
"E-Jumpy","511","an4tdpK6rBEy6XVUtZsMOZQ",True,"AC","2024-04-10 00:41:30","b884","253140400000","100","14.363636016845703","0","-23.234073638916016","-45.82548522949219",NULL,"12.640000343322754","0","0","0",NULL,"62.00019836425781","2024-04-09 20:07:04","2290594","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","1972","abritWZH4JkKAsz7z4pWNmw",True,"AC","2024-04-10 00:40:28","b3C4","118999230000","99","20.784090042114258","18.520000457763672","-23.39993667602539","-47.380069732666016",NULL,"18.290000915527344","0","0","0","-0.1977272778749466","43","2024-04-10 00:30:07","2291539","2024-04-10 20:03:05.580012"
"E-Expert","1806","az3BPvdJBikiWr6AT-a70QA",True,"AC","2024-04-10 00:39:49","bF7A","217712970000","100","17.772727966308594","17.700000762939453","-22.766437530517578","-43.289241790771484",NULL,"15.640000343322754","0.009999999776482582","0","0","-0.478409081697464","75.50225830078125","2024-04-10 00:39:26","2291490","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","648","aJN-vjBP4Y0qQjPRacDv6pA",True,"AC","2024-04-10 00:39:48","bAAD","73300730000","75","13.897727012634277","20.110000610351562","-27.596851348876953","-48.63644027709961",NULL,"12.229999542236328","0","0","0","-0.7863636612892151","35","2024-04-10 00:36:29","2291497","2024-04-10 20:03:05.580012"
"E-Jumpy","1775","ayUO5b2hVnkWqm5tKxKTv5w",True,"AC","2024-04-10 00:39:37","bC61","154533770000","100","38.443180084228516","34.79999923706055","-23.39993667602539","-47.38002014160156",NULL,"33.83000183105469","0","0","0","-0.40340909361839294","47.5","2024-04-10 00:39:12","2291462","2024-04-10 20:03:05.580012"
"E-Jumpy","310","aW2JIGFLQuE61lacU93aapg",True,"AC","2024-04-10 00:37:33","b828","204488630000","100","20.386363983154297","19.75","-16.62087631225586","-49.21935272216797",NULL,"17.940000534057617","0.009999999776482582","0","0","-0.4738636314868927","71.125","2024-04-09 23:00:33","2291707","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","2268","ar9JxXldd00uwFfvG_T-3cA",True,"AC","2024-04-10 00:35:20","bE65","164470470000","100","16.772727966308594","13.350000381469727","-15.794303894042969","-47.98684310913086",NULL,"14.760000228881836","0","0","0","-0.5272727012634277","56","2024-04-10 00:34:36","2291655","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","2306","aJUdaSe1r3k6uhs_Buun2zQ",True,"AC","2024-04-10 00:35:09","b125A","54973970000","82","10.920454978942871","16.139999389648438","-12.803711891174316","-38.40248489379883",NULL,"9.609999656677246","0","0","0","-0.8045454621315002","52","2024-04-10 00:34:18","2291623","2024-04-10 20:03:05.580012"
"E-Jumpy","1085","ahj_-B0PSdkauBbLuMLjIeg",False,"DC","2024-04-10 00:35:03","b3FD","15634600000","76","11.949999809265137","28.889999389648438","-23.560216903686523","-46.56768035888672",NULL,"11.949999809265137","0.009999999776482582","0","0","-0.40700000524520874","58.25","2024-04-09 23:53:29","2291566","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2p","1144","a-CXzqMZNokOfCMIPW48Vew",True,"AC","2024-04-10 00:34:58","b1005","80384530000","60","15.931818008422852","26.93000030517578","-23.571992874145508","-46.60019302368164",NULL,"14.020000457763672","0","0","0",NULL,"15","2024-04-10 00:33:55.127","2284081","2024-04-10 20:03:05.580012"
"Kangoo Z.E. Maxi 2 Lugares 2p","1711","aWWvmcV7oZkCaUzyjeGlXnQ",True,"AC","2024-04-10 00:34:24","b1287","5449770000","87","1.1136363744735718","0","-23.511629104614258","-46.74373245239258",NULL,"0.9800000190734863","0","0","0","-0.2181818187236786","84","2024-04-09 22:41:22","2291691","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","1967","aqZnfkPIfzkauxos19rVDvA",True,"AC","2024-04-10 00:34:17","b383","220900300000","100","21.386363983154297","0","-23.69661521911621","-45.44962692260742",NULL,"18.81999969482422","0","0","0",NULL,"42","2024-04-09 22:50:48","2291688","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","533","aKI8t1uHQakSzLxlHFug1jQ",True,"AC","2024-04-10 00:31:07","bAA5","85170600000","99.99409484863281","7.636363506317139","6.260000228881836","-22.594202041625977","-47.501953125",NULL,"6.71999979019165","0","0","0","-0.8602272868156433","81","2024-04-10 00:30:03","2291484","2024-04-10 20:03:05.580012"
"Partner Rapid Business Pack - Motor 1.4 ","2195","aBkTziMHsg06gQuSQxmqXMA",True,"AC","2024-04-10 00:30:56","b101A","48053970000","45.5","4.1022725105285645","17.389999389648438","-20.1458683013916","-40.237056732177734",NULL,"3.609999895095825","0","0","0","-0.4000000059604645","39.5","2024-04-10 00:30:30.063","2291515","2024-04-10 20:03:05.580012"
"E-Jumpy","1222","a6G6KgOGl10aWB1ayVzbkDQ",True,"AC","2024-04-10 00:30:55","bFAC","418661400000","100","34.96590805053711","33.40999984741211","-19.85433578491211","-44.024932861328125",NULL,"30.770000457763672","0","0","0","-0.40454545617103577","49.75","2024-04-10 00:30:09","2291573","2024-04-10 20:03:05.580012"
"E-Jumpy","1890","aa1jzX3ycNESHfSdM7jJ5mA",True,"AC","2024-04-10 00:30:31","b105B","341718200000","94.375","31.340909957885742","32.33000183105469","-19.70854377746582","-43.9860725402832",NULL,"27.579999923706055","0","0","0","-0.4056818187236786","49.375","2024-04-10 00:27:51","2291476","2024-04-10 20:03:05.580012"
"E-Jumpy","43","ak6K_rBSmiEyBWkWAogpJtQ",True,"AC","2024-04-10 00:30:26","bD27","333201030000","71.25","27.954545974731445",NULL,"-23.23404884338379","-45.82548522949219",NULL,"24.600000381469727","0","0","0","-0.39886364340782166","31.5","2024-04-10 00:29:52","2291107","2024-04-10 20:03:05.580012"
"E-Jumpy","3202","a4sRrl1G520milFeNUlNmng",True,"AC","2024-04-10 00:30:26","bD27","333201030000","71.25","27.954545974731445",NULL,"-23.23404884338379","-45.82548522949219",NULL,"24.600000381469727","0","0","0","-0.39886364340782166","31.5","2024-04-10 00:29:52","2292485","2024-04-10 20:19:58.924813"
"E-Jumpy","978","aWgjcjt9xlUec4mEzSk12Dw",True,"AC","2024-04-10 00:28:57","bCC1","226738000000","100","37.431819915771484","32.869998931884766","-21.19365119934082","-47.76985549926758",NULL,"32.939998626708984","0.009999999776482582","0","0","-0.45568183064460754","52.5","2024-04-09 21:48:06","2291811","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","2624","aP-7inNtLlkmbCFrOr-ZXKA",True,"AC","2024-04-10 00:28:05","bCC5","44949830000","99","8.693181991577148","0","-21.19354820251465","-47.769752502441406",NULL,"7.650000095367432","0","0","0",NULL,"75.99998474121094","2024-04-09 21:01:59","2290514","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","2750","aY395sTIReE6daPZT6N2QFA",True,"AC","2024-04-10 00:28:05","bCC5","44949830000","99","8.693181991577148","0","-21.19354820251465","-47.769752502441406",NULL,"7.650000095367432","0","0","0",NULL,"75.99998474121094","2024-04-09 21:01:59","2292009","2024-04-10 20:03:37.624787"
"Kangoo Z.E. MAXI 2 Lugares 2P","2104","aIKmM6PtCzk2A664mLmezTw",True,"AC","2024-04-10 00:28:03","b1F6","18071830000","36.000244140625","1.7159091234207153","15.65999984741211","-23.69638442993164","-46.62046813964844",NULL,"1.5099999904632568","0","0","0","-0.5909090638160706","31","2024-04-10 00:20:10","2291492","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","1427","azclo82j5fk6P3AWtyKdhVQ",True,"AC","2024-04-10 00:27:41","bDC5","176190370000","100","17.897727966308594","3.6600000858306885","-23.557170867919922","-46.834815979003906",NULL,"15.75","0","0","0","-0.20000000298023224","48.99946594238281","2024-04-10 00:25:58","2291511","2024-04-10 20:03:05.580012"
"Partner Rapid Business Pack - Motor 1.4","915","aaPKCU7kufUG3sYMgXvy_vw",True,"AC","2024-04-10 00:27:06","b1131","65025430000","88","12.454545021057129","0","-23.511680603027344","-46.74378204345703",NULL,"10.960000038146973","0","0","0",NULL,"52","2024-04-10 00:24:14","2286682","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2p","1228","amlZnJXsXw0yuItXJ_16jwA",True,"AC","2024-04-10 00:26:37","bE43","14481300000","71.03923034667969","1.2386363744735718","11.180000305175781","-22.946611404418945","-43.385345458984375",NULL,"1.090000033378601","0","0","0","-1.0420454740524292","68","2024-04-10 00:08:47","2291541","2024-04-10 20:03:05.580012"
"Partner Rapid Business Pack - Motor 1.4","1301","adMa5rF72OEGGykjITZmEaA",True,"AC","2024-04-10 00:26:00","b1131","285770000","52","0.034090910106897354","2.119999885559082","-23.511680603027344","-46.74378204345703",NULL,"0.029999999329447746","0","0","0","-0.32045453786849976","51","2024-04-10 00:24:14","2286681","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","960","afujSFReQ50edLlF-hmIHGg",True,"AC","2024-04-10 00:24:38","b373","59290400000","100","5.465909004211426","0.009999999776482582","-23.582029342651367","-45.34059524536133",NULL,"4.809999942779541","0","0","0","-0.7875000238418579","86","2024-04-10 00:23:32","2291488","2024-04-10 20:03:05.580012"
"E-Expert","495","aws_DlwhHPUmYl3HPdYi_WA",True,"AC","2024-04-10 00:24:20","bF25","555720230000","90.25","26.18181800842285","25.90999984741211","-20.145767211914062","-40.237003326416016",NULL,"23.040000915527344","0.05000000074505806","0","0","-0.5420454740524292","51.125","2024-04-10 00:23:44","2291500","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","360","aEY5IKEaJ3katAe5fuslJYQ",True,"AC","2024-04-10 00:22:41","b9B7","171310269999","100","17.738636016845703","0","-23.56743621826172","-46.40576171875",NULL,"15.609999656677246","0","0","0","-0.12386363744735718","52","2024-04-09 23:43:45.127","2289410","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","3014","aEBV-KnUrm0egBGMwJLefDQ",True,"AC","2024-04-10 00:22:41","b9B7","171310269999","100","17.738636016845703","0","-23.56743621826172","-46.40576171875",NULL,"15.609999656677246","0","0","0","-0.12386363744735718","52","2024-04-09 23:43:45.127","2292298","2024-04-10 20:09:18.844365"
"E-Jumpy","1100","aJf7Aa3BVE0CHZgDqVYKoIA",True,"AC","2024-04-10 00:21:41","b957","70638400000","100","11.909090995788574","10.180000305175781","-25.473356246948242","-49.24638748168945",NULL,"10.479999542236328","0.009999999776482582","0","0","-0.5340909361839294","84.5","2024-04-10 00:20:04","2291527","2024-04-10 20:03:05.580012"
"E-Jumpy","1690","aOQ3wA0Yq0kiJexfnG9aX3A",True,"AC","2024-04-10 00:21:00","b10D4","15422900000","67.625","2.034090995788574","0","-25.473331451416016","-49.24641418457031",NULL,"1.7899999618530273","0.019999999552965164","0","0","-0.4738636314868927","64","2024-04-09 23:24:31","2290826","2024-04-10 20:03:05.580012"
"E-Jumpy","2990","a1lZ0QFuPv0WSiBv2KId3Ng",True,"AC","2024-04-10 00:21:00","b10D4","15422900000","67.625","2.034090995788574","0","-25.473331451416016","-49.24641418457031",NULL,"1.7899999618530273","0.019999999552965164","0","0","-0.4738636314868927","64","2024-04-09 23:24:31","2292287","2024-04-10 20:09:18.844365"
"Kangoo Z.E. MAXI 2 Lugares 2P","61","a5rWS_1KarEqCiXSY6sLSgw",True,"AC","2024-04-10 00:20:16","b89C","243796370000","100","25.715909957885742","23.3700008392334","-23.60097312927246","-46.47319030761719",NULL,"22.6299991607666","0","0","0","-0.12272727489471436","28.002979278564453","2024-04-10 00:17:30","2291564","2024-04-10 20:03:05.580012"
"E- Scudo 4P","796","a0YKK_W38_kmu6UaD8FUM1w",True,"AC","2024-04-10 00:20:01","b1233","317979330000","92.875","28.261363983154297","32.540000915527344","-23.499853134155273","-46.893211364746094",NULL,"24.8700008392334","0","0","0","-0.550000011920929","54.5","2024-04-10 00:18:11","2291548","2024-04-10 20:03:05.580012"
"E-Jumpy","908","a46YwJVHOyE-9bX7MUF7rgg",True,"AC","2024-04-10 00:19:43","bC77","233969999","70.125","0","0","-23.52409553527832","-47.435672760009766",NULL,"0","0","0","0","-0.09431818127632141","70.125","2024-04-09 22:37:32","2291728","2024-04-10 20:03:05.580012"
"E-Jumpy","1244","aa6mg3-MHoUSVpxYjDUFDEw",True,"AC","2024-04-10 00:19:37.007","bC77","11030000","70.125","0","0","-23.52409553527832","-47.435672760009766",NULL,"0","0","0","0","-0.09431818127632141","70.125","2024-04-09 22:37:32","2291727","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","372","aD_7SkToE2E2IEV1NL4qE-w",True,"AC","2024-04-10 00:19:33","bA51","221980470000","100","23.034090042114258","19.81999969482422","-23.659290313720703","-46.435916900634766",NULL,"20.270000457763672","0","0","0","-0.5931817889213562","37","2024-04-10 00:14:54","2291505","2024-04-10 20:03:05.580012"
"E-Jumpy","1391","aqJhhZS_OzU6BLTLg9I5uaw",True,"AC","2024-04-10 00:19:31","bC77","10930000","70.125","0","0","-23.52409553527832","-47.435672760009766",NULL,"0","0","0","0","-0.09431818127632141","70.125","2024-04-09 22:37:32","2291726","2024-04-10 20:03:05.580012"
"E-Jumpy","81","ahvEU2LAxH0Wxn30klqh0bw",True,"AC","2024-04-10 00:19:25","bC77","12100000","70.125","0","0","-23.52409553527832","-47.435672760009766",NULL,"0","0","0","0","-0.09431818127632141","70.125","2024-04-09 22:37:32","2291725","2024-04-10 20:03:05.580012"
"E-Jumpy","867","adxiEN1YHVEOD4U05BDypzA",True,"AC","2024-04-10 00:19:19","bC77","10930000","70.125","0","0","-23.52409553527832","-47.435672760009766",NULL,"0","0","0","0","-0.09431818127632141","70.125","2024-04-09 22:37:32","2291724","2024-04-10 20:03:05.580012"
"E-Jumpy","738","aae4dJ3KVoUiorvuvu7Yvzw",True,"AC","2024-04-10 00:19:13","bC77","10930000","70.125","0","0","-23.52409553527832","-47.435672760009766",NULL,"0","0","0","0","-0.09431818127632141","70.125","2024-04-09 22:37:32","2291723","2024-04-10 20:03:05.580012"
"E-Jumpy","543","aVs8koIg6kE6CPxoUB8XX5g",True,"AC","2024-04-10 00:19:07.013","bC77","9800000","70.125","0","0","-23.52409553527832","-47.435672760009766",NULL,"0","0","0","0","-0.09431818127632141","70.125","2024-04-09 22:37:32","2291722","2024-04-10 20:03:05.580012"
"E-Jumpy","1058","abqpcMMwhrkeLks63DRnLUw",True,"AC","2024-04-10 00:19:00","bC77","18970000","70.125","0","0","-23.52409553527832","-47.435672760009766",NULL,"0","0","0","0","-0.09431818127632141","70.125","2024-04-09 22:37:32","2291721","2024-04-10 20:03:05.580012"
"E-Jumpy","2304","awiVd4afnPk-DwD79_-5ZUQ",True,"AC","2024-04-10 00:18:54","bC77","17100000","70.125","0","0","-23.52409553527832","-47.435672760009766",NULL,"0","0","0","0","-0.09431818127632141","70.125","2024-04-09 22:37:32","2291720","2024-04-10 20:03:05.580012"
"E-Jumpy","698","aKpmSHs_KpU2id1qiuCR-Gg",True,"AC","2024-04-10 00:18:48","bC77","16900000","70.125","0","0","-23.52409553527832","-47.435672760009766",NULL,"0","0","0","0","-0.09431818127632141","70.125","2024-04-09 22:37:32","2291719","2024-04-10 20:03:05.580012"
"E-Jumpy","1122","aDcnbAlw-9U-fgeTXwvNi4g",True,"AC","2024-04-10 00:18:43","bC77","7930000","70.125","0","0","-23.52409553527832","-47.435672760009766",NULL,"0","0","0","0","-0.09431818127632141","70.125","2024-04-09 22:37:32","2291718","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","2542","apycW5tntw0qNXK6W9vjuvw",True,"AC","2024-04-10 00:18:39","b71A","319950370000","100","32.147727966308594","24.809999465942383","-23.443098068237305","-46.80350875854492",NULL,"28.290000915527344","0","0","0","-0.5636363625526428","9.999987602233887","2024-04-09 22:59:39","2291746","2024-04-10 20:03:05.580012"
"E-Jumpy","154","a_U7EoO9b-k2x90FB8OpPUg",True,"AC","2024-04-10 00:18:37.013","bC77","11000000","70.125","0","0","-23.52409553527832","-47.435672760009766",NULL,"0","0","0","0","-0.09431818127632141","70.125","2024-04-09 22:37:32","2291717","2024-04-10 20:03:05.580012"
"E-Jumpy","1422","adan1sjsuykyc_uGvgjmEUQ",True,"AC","2024-04-10 00:18:31","bC77","12030000","70.125","0","0","-23.52409553527832","-47.435672760009766",NULL,"0","0","0","0","-0.47613635659217834","70.125","2024-04-09 22:37:32","2291716","2024-04-10 20:03:05.580012"
"E-Jumpy","1249","auJufjP2uOkiuaicHyZFmFw",True,"AC","2024-04-10 00:18:25","bC77","15129999","70.125","0","0","-23.52409553527832","-47.435672760009766",NULL,"0","0","0","0","-0.47613635659217834","70.125","2024-04-09 22:37:32","2291715","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","73","axEleIX0CZEOc9eyb9RL_gQ",True,"AC","2024-04-10 00:17:17","bCF9","19930630000","59.9998893737793","1.079545497894287","14.180000305175781","-22.94655990600586","-43.385318756103516",NULL,"0.949999988079071","0","0","0","-0.12272727489471436","57","2024-04-10 00:16:53","2291502","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","941","aunVQtQEMCkaqckGK1GI2og",True,"AC","2024-04-10 00:17:07","b9E1","279490400000","99","29.488636016845703","24.920000076293945","-23.684940338134766","-46.43735122680664",NULL,"25.950000762939453","0","0","0","-0.3079545497894287","18","2024-04-10 00:14:18","2290678","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","160","agf-4s7O9FE6daN4GVkRClg",True,"AC","2024-04-10 00:16:33","b1DB","62920400000","100","10.5","9.270000457763672","-23.57196807861328","-46.60019302368164",NULL,"9.239999771118164","0","0","0",NULL,"74","2024-04-10 00:15:39.063","2291513","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","899","aLNLVaCpXh0mTCg93wDcc4Q",True,"AC","2024-04-10 00:14:12","b10DA","101560300000","100","18.829545974731445","0","-23.51150131225586","-46.743553161621094",NULL,"16.56999969482422","0","0","0","-0.31931817531585693","47","2024-04-10 00:13:45","2291507","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","53","aJMXKCy43SEmKYNmE2hGHWw",True,"AC","2024-04-10 00:12:30","b10DA","17430000","47","0",NULL,"-23.511449813842773","-46.74360275268555",NULL,"0","0","0","0","-0.059090908616781235","47","2024-04-10 00:09:17","2291506","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","2597","aIdK_VzMagkuPk0Q49BJh6Q",True,"AC","2024-04-10 00:11:48","b10DA","257330000","47","0","0","-23.511449813842773","-46.74360275268555",NULL,"0","0","0","0",NULL,"47","2024-04-10 00:09:17","2288934","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","720","affZPkLEcYUicKiBMAV8Z0w",True,"AC","2024-04-10 00:11:27","b10DA","107170000","47","0","17.049999237060547","-23.511449813842773","-46.74360275268555",NULL,"0","0","0","0","-0.19886364042758942","47","2024-04-10 00:09:17","2288933","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","3244","aBdXthsFvp0eZQ5CyItAKtA",True,"AC","2024-04-10 00:10:46","b1069","83244830000","75","16.5",NULL,"-19.958118438720703","-44.189414978027344",NULL,"14.520000457763672","0","0","0","-0.21250000596046448","28","2024-04-10 00:10:21.063","2292525","2024-04-10 20:24:02.232309"
"Kangoo Z.E. MAXI 2 Lugares 2P","2318","aR-h2QB6uxUG6dTrBZvhhvA",True,"AC","2024-04-10 00:10:46","b1069","83244830000","75","16.5",NULL,"-19.958118438720703","-44.189414978027344",NULL,"14.520000457763672","0","0","0","-0.21250000596046448","28","2024-04-10 00:10:21.063","2291146","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2p","817","aQUARvfrZKkmC6fJu8VBo3g",True,"AC","2024-04-10 00:09:30","bC75","22540400000","56.9991569519043","1.954545497894287","16.350000381469727","-23.43915557861328","-47.466957092285156",NULL,"1.7200000286102295","0","0","0","-0.2034090906381607","52","2024-04-10 00:07:43","2291531","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","167","aAxMY1RHfH0CaaHN2c_tsZA",True,"AC","2024-04-10 00:09:26","b381","176670370000","100","15.829545021057129","13.1899995803833","-23.67239761352539","-45.44993209838867",NULL,"13.930000305175781","0","0","0","-1.0136363506317139","56.000003814697266","2024-04-09 18:12:25.187","2290800","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 5 Lugares 2P","576","a-dhuomxcsU2ZXoKgxlscMQ",True,"AC","2024-04-10 00:09:10","b11E5","101190200000","100","12.215909004211426","11.579999923706055","-19.946828842163086","-44.03218078613281",NULL,"10.75","0","0","0","-0.22499999403953552","68","2024-04-10 00:07:20","2291560","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","1531","abZsQUpZ7d0uO1EvgUOvaHQ",True,"AC","2024-04-10 00:09:07.03","b10D6","134290100000","100","26.522727966308594","20.229999542236328","-23.511653900146484","-46.74370574951172",NULL,"23.34000015258789","0","0","0","-0.5079545378684998","25","2024-04-10 00:08:45","2291529","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","2238","awb8tux2SrE683hHsbCTQiA",True,"AC","2024-04-10 00:08:54","b244","143130400000","100","13.147727012634277","10.130000114440918","-23.93134117126465","-46.35353469848633",NULL,"11.569999694824219","0","0","0","-1.6613636016845703","67","2024-04-10 00:08:11","2290095","2024-04-10 20:03:05.580012"
"Kangoo Z.E. MAXI 2 Lugares 2P","754","awMy4mCEFAUWN2wGwT_08og",True,"AC","2024-04-10 00:07:57.007","bA9D","260890300000","100","23.409090042114258","20.780000686645508","-22.584012985229492","-47.37003707885742",NULL,"20.600000381469727","0","0","0","-1.5","33","2024-04-10 00:07:06","2291544","2024-04-10 20:03:05.580012"
